Longitude,Latitude,log_kwh,log_apartments,log_kwh_per_apartment,log_age
0.9693120031625222,0.6568107194079501,-2.0110701730468863,0.5580409326192849,-1.98731362378215,0.45694870245729846
1.0133629668472244,0.625370771836696,-0.9087211665173888,-1.1038201376647487,-0.22439882156712837,0.9585689762893362
1.0033855518481831,0.6261928752754607,-2.6460010633291233,-1.8707656641548076,-1.4471652836939064,0.9585689762893362
0.9940728113193015,0.610884800739206,-0.1641335261104037,0.21754914514973803,-0.46362483289927825,0.15543608268860082
0.9109318031157114,0.5606602133706025,-0.10006358698927506,0.8169266387900818,-0.859612125353831,0.45694870245729846
0.9285484834786973,0.5337426822395333,0.022990424687766506,0.21754914514973803,-0.24902871283865236,0.45694870245729846
0.9612831397561468,0.5292067053315516,-1.0682922581703138,-1.1038201376647487,-0.40421124046393486,0.9585689762893362
0.9814922751050399,0.5230790683644738,-0.08598214637089673,0.5580409326192849,-0.6476264551868958,0.15543608268860082
0.9507499580969351,0.5122374733312149,-2.468080515886699,-1.1038201376647487,-1.685167115673431,1.3667002112744677
0.9823551168792826,0.4984024047493931,-1.3416139434518402,-1.1038201376647487,-0.6972385956493956,0.45694870245729846
0.9127944634977495,0.46879312050533745,-0.7454907973756412,-1.1038201376647487,-0.03412208991241992,0.7220402717853024
0.922981273410299,0.4689185548438991,-2.0304304817356806,-1.8707656641548076,-0.808568341014464,0.9585689762893362
0.9466176364961778,0.443828296922477,-0.589297322486099,-1.8707656641548076,0.9212152177440576,0.9585689762893362
0.9084549925055285,0.42535724297213395,-0.12500222809944045,-1.1038201376647487,0.7429764467060876,0.7220402717853024
0.9698363325164613,0.4129714495230896,-0.1044454567507135,-1.1038201376647487,0.7700750302863432,0.45694870245729846
0.9423331807896621,0.40074499158571203,0.34040166086429346,-0.0013009267169237823,0.3366857255240166,0.15543608268860082
0.9508987239200254,0.38965761305045254,-1.5245913864760172,-1.1038201376647487,-0.8823448091056194,0.9585689762893362
0.9030118475197242,0.3696016792761162,-1.3887623747498974,-1.8707656641548076,-0.07746020913211188,0.9585689762893362
0.9281751654698932,0.3694372585881224,-1.359759769627757,-1.8707656641548076,-0.04290079725703201,0.7220402717853024
0.9005283003438064,0.34169762401949283,-1.010405026689136,0.40084588240965763,-1.3817385129809376,0.15543608268860082
0.9360760341300967,0.34709130059812,-1.484701646924546,-1.8707656641548076,-0.19086306317111498,0.7220402717853024
0.895780705753882,0.3296457571215588,-0.42846822774193755,-1.1038201376647487,0.3527381605038131,0.9585689762893362
0.933290464264308,0.32363677425914433,0.7014269817078385,0.8169266387900818,0.0631327586882676,0.45694870245729846
0.9124873883836772,0.30922708079933414,-1.1365268466770426,-1.8707656641548076,0.22737329135018478,0.7220402717853024
0.9096849771037504,0.2926104209954361,-1.510528572714796,-1.1038201376647487,-0.8684427556262163,0.7220402717853024
0.9159965776685101,0.2890491028027831,-1.0248050463347702,-0.27115079755352045,-0.9814127789146472,0.45694870245729846
0.7693634389071602,0.5787820852420583,-1.3013412512825926,-1.1038201376647487,-0.6552862794057858,-0.19412383534597125
0.7640999356701663,0.5637350497355812,-1.1006607631219327,-1.1038201376647487,-0.43991504184347363,-1.1233923097684542
0.7452274472074399,0.5285049510562259,0.5672340297513326,-1.1038201376647487,1.6979510018366861,-0.610001274625296
0.7576294644339134,0.5147190391740816,-0.05334960196863309,-0.6196852677574609,0.38529504238918366,-0.19412383534597125
0.8395921350415211,0.5201652625699376,-0.18554694879492173,-1.8707656641548076,1.4607999991147576,-0.610001274625296
0.7423666523595388,0.496810744690297,0.9337396760927831,-1.1038201376647487,2.23613670576664,-0.610001274625296
0.8518397726401916,0.5092338294299978,-0.059170463179510774,0.21754914514973803,-0.34468578300165037,-4.547564507366256
0.8250647313761271,0.48046359921005494,-1.4049791876367745,-0.0013009267169237823,-1.4553147830210285,-1.1233923097684542
0.6907847697403704,0.4599940711281727,0.5893104864918908,-0.6196852677574609,1.2535499788981725,-0.9034493132962141
0.872815753703898,0.4744342756435366,0.16390851699188386,-0.27115079755352045,0.3506305223919356,-1.1233923097684542
0.7312979137369628,0.45285956933264127,0.14108221501868845,-1.8707656641548076,1.9139906335223438,0.45694870245729846
0.676225367388234,0.4470133120982405,0.4082965665009222,-0.27115079755352045,0.6736614275299714,-0.610001274625296
0.8528749582169987,0.4627976981119241,-0.6651381631022786,-1.1038201376647487,0.06181750445832804,-0.610001274625296
0.8683146051380268,0.4541478138949763,-0.3474201141229931,0.21754914514973803,-0.6622064473614201,-0.6562681599996771
0.735479636818314,0.43984490912960406,-1.1408427453868295,-1.1038201376647487,-0.4838688974475883,-0.19412383534597125
0.7130002788701905,0.43415968246564574,0.08712981618597612,0.5580409326192849,-0.45711206015352546,-0.610001274625296
0.7466993867860248,0.39306637596654154,1.2095216953972805,-1.1038201376647487,2.6545922392486485,-0.19412383534597125
0.8644281681808117,0.41662430088240365,1.0192332887174422,-1.1038201376647487,2.364656109346509,-1.1233923097684542
0.8537978677011482,0.4246317578763574,1.773231300420116,-1.1038201376647487,3.543542916577235,-0.610001274625296
0.7108339116571468,0.40818799405312717,0.11507779198361079,-0.27115079755352045,0.2878466827850361,-0.4340997497849468
0.7980089998796212,0.4113102920602121,-0.3258111982683774,0.21754914514973803,-0.6394112447378968,-0.610001274625296
0.8146982797147673,0.40503179487414165,0.17176179727607227,-0.6196852677574609,0.6794075095244774,0.12287851116221284
0.7257323878096992,0.3958937337707439,-0.07396130278938363,-1.8707656641548076,1.6139650537873458,-0.19412383534597125
0.7121166660190295,0.3890423067666652,-0.01071480550189825,-1.8707656641548076,1.7015450347595382,-0.4340997497849468
0.7739448648797441,0.37494280903631,-0.3794651337582716,-1.1038201376647487,0.414478443820496,-0.19412383534597125
0.6913062921921526,0.3692270713180024,-0.10827986352847586,-0.6196852677574609,0.31529883541437137,-0.610001274625296
0.7267080670575095,0.36159252722338675,-1.321021100190298,-0.27115079755352045,-1.2412657095638604,-0.19412383534597125
0.6909065893013187,0.3595516766272728,-0.7932760540043298,-0.0013009267169237823,-0.9479943441717177,-0.19412383534597125
0.8093404645598772,0.36118740820971934,-0.4108093966660751,-0.27115079755352045,-0.34730738008125395,-0.19412383534597125
