FID,Building's construction year,Number of floors,Number of apartments,Total electricity consumption (kWh),Latitude,Longitude,Area in m^2
61,1950,4,8,40.1019999999999,35.49079427,33.9008829799999,253.31944598
62,2000,8,14,78.8349999999999,35.49024197,33.9006350499999,247.140845888
63,1950,4,8,5.935,35.49010906,33.9006215599999,103.386525961999
64,1950,6,12,24.047,35.49135926,33.9008741,254.208972964999
65,1950,5,10,50.887,35.4913860699999,33.90062898,231.024367374999
66,1980,8,8,38.908,35.49024499,33.9004445599999,125.922182647
67,1990,8,16,10.76,35.49055595,33.8997947,175.003245488
68,1911,4,3,11.037,35.48355181,33.9020354399999,182.556383068999
69,1950,3,5,10.288,35.48335951,33.9017557399999,176.333654152999
70,1930,4,4,7.182,35.4836299099999,33.9018205799999,131.874603930999
71,1940,4,4,9.471,35.4837494,33.90178117,103.436234256999
72,1930,2,2,6.077,35.4839076399999,33.90154966,59.7417454619
73,1980,11,25,95.0739999999999,35.48953188,33.8970668199999,218.023334454
74,1940,4,9,36.363,35.4894727499999,33.89726181,275.689325583
75,1940,5,5,17.613,35.49090239,33.8973349799999,270.340342411999
76,1990,15,27,70.587,35.49101033,33.89748962,149.214810193
77,1990,15,27,132.764,35.4904203899999,33.89691261,215.176891076999
78,1990,8,11,89.2459999999999,35.49025178,33.89706154,236.408085023
79,1980,9,15,35.7109999999999,35.4902187699999,33.89547927,175.024109105
80,1970,9,18,101.14,35.49000651,33.8971876399999,353.189793404999
81,1970,9,18,66.5909999999999,35.4901932699999,33.89566915,518.893051563999
82,1980,9,15,89.039,35.48978075,33.89707931,264.598519556999
83,1960,7,6,51.85,35.49089845,33.8961951699999,230.924299424999
84,1930,2,2,19.416,35.4904123,33.89665609,153.756452107
85,1980,10,10,46.493,35.49096128,33.89714104,133.351723267
86,1950,4,4,41.962,35.4911158999999,33.89717307,216.56938228
87,1950,5,10,870.966999999999,35.4807577099999,33.8945956399999,420.137235660999
88,1980,12,12,185.492999999999,35.4810795,33.8988051899999,244.265428933999
89,1920,4,8,39.8359999999999,35.4818902199999,33.8993175499999,271.386343375
90,1920,3,8,41.316,35.4817834199999,33.89886356,177.400253036
91,1990,15,30,9.032,35.48223799,33.8988567199999,315.632302975
92,1950,5,12,86.84,35.4835959099999,33.89896275,214.910673862
93,1950,3,8,51.743,35.48398686,33.8983005799999,176.593656414999
94,1990,8,53,205.561,35.48348241,33.8982571399999,304.250711484
95,1990,11,11,134.794999999999,35.4826328199999,33.89838134,234.031555743
96,1990,9,18,35.478,35.48324516,33.8984236,185.309370355999
97,1990,7,14,93.2309999999999,35.48358324,33.89795277,213.431601723999
98,1990,8,16,139.408999999999,35.4834214999999,33.8981002499999,202.376098633999
99,1940,4,8,47.7539999999999,35.48165223,33.89768938,290.984450965999
100,1920,3,3,8.173,35.48136643,33.8981910199999,184.196015095
101,1980,7,14,126.945999999999,35.4806942299999,33.89857404,390.872919436
102,1960,5,10,110.569,35.4844334399999,33.8944048899999,401.51156506
103,1950,5,5,42.567,35.4865757299999,33.8980891599999,322.111274051
104,1970,8,8,144.887,35.48625286,33.89716259,455.078691014
105,1920,4,8,55.1629999999999,35.48708821,33.89708437,254.199688680999
106,1950,6,14,87.486,35.48697871,33.8968676499999,332.371698842
107,1960,7,7,133.330999999999,35.4878158499999,33.89700443,400.059214791999
108,1950,6,12,56.877,35.48839609,33.89771358,311.939836327
109,1950,5,10,37.4159999999999,35.4881710599999,33.89771496,196.418562554
110,1990,18,159,399.632,35.4882248099999,33.8979737599999,472.364253212999
111,1990,14,14,202.117999999999,35.4885074399999,33.8979925599999,385.745123508
112,1950,6,12,61.697,35.4850835499999,33.89547719,261.719124229999
113,1960,7,64,35.081,35.48657596,33.8957338499999,465.541185365999
114,1950,5,5,226.707999999999,35.4867793499999,33.89544672,258.159769223
115,1990,5,10,18.609,35.48593634,33.89493152,190.09950681
116,1990,7,35,260.886,35.4843992899999,33.8946282599999,279.444677608
117,1970,6,73,114.319999999999,35.4845398499999,33.8946169199999,229.635343059999
118,1960,7,14,132.604999999999,35.4758104699999,33.8948623499999,297.907512522999
119,1980,9,18,86.247,35.47585432,33.89473505,193.351939259999
120,1980,8,8,7.458,35.47612556,33.8945773299999,185.021903307999
121,1980,8,8,34.1709999999999,35.4763720899999,33.89418887,343.835720572
122,1950,5,6,5.399,35.47638268,33.8944923199999,317.815805738999
123,1980,9,18,80.3619999999999,35.47488974,33.89536279,163.865322689999
124,1960,7,14,84.5939999999999,35.47554626,33.8951217999999,381.130895201999
