fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,hdbscan_score,is_anomaly_hdbscan,fused_rank,is_anomaly_fused
213,0.6931471805599453,0.6931471805599453,4.46763077196603,35.5159158299999,33.87216338,5.368793533702513,-1.1924218391670918,2.00127374154923,2.00127374154923,0.8321479945020331,6.4454287592383235,6.4454287592383235,0.37276042168250034,0.6340081349673949,1,1.5021284154555716,1,1.1665923829758127,1,328.04376723884127,1,0.5681867636414502,1,0.7535820860893935,1,0.9931818181818183,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,35.52871152,33.8874534699999,5.607388376792881,0.4071381378692232,1.4431658540816308,1.4431658540816308,0.876176017356294,7.088046166153979,2.3626820553846595,0.2573686281575243,0.6400751708087725,1,1.498718011807836,1,1.4968943038886287,1,277.23909553698286,1,0.7473865848644237,1,0.7288357219888552,1,0.9928030303030303,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.255240241225963,4.663126967378004,1.433151154474292,9.90388184573618,9.90388184573618,0.6795855437282741,0.7078383183160897,1,1.6855613982277184,1,0.33947468890024296,1,1357.973955981675,1,-0.00039886351978690726,0,0.8676231031585167,1,0.9871212121212122,1
529,0.6931471805599453,0.6931471805599453,3.167961406066651,35.52882155,33.8971046799999,5.4210132693519375,-8.152543360797848,1.2394749971286534,1.2394749971286534,0.5843854734643307,4.570402210259985,4.570402210259985,0.2286426790607779,0.589634004468549,1,1.50284674059354,1,0.5069053855513417,1,126.98773912233486,0,0.45809365207567687,1,0.719419148526111,1,0.9848484848484849,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,3.255240241225963,4.397173741057557,1.4633464844662087,8.885696373339394,8.885696373339394,0.7734162344670733,0.6560512694458162,1,1.4232056564000484,1,0.16292469707663151,0,1175.5774503853174,1,6.328509906650126e-05,1,0.8142462679659398,1,0.9758838383838384,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.255240241225963,4.680119981042043,1.3973382018991465,9.949826710759112,9.949826710759112,0.6595437359849151,0.6879762314594876,1,1.7144512012140158,1,0.11683346958059994,0,1354.411171526164,1,0.18540257779981095,1,0.8710901394261266,1,0.9710858585858587,1
1367,1.0986122886681098,1.6094379124341005,4.535980866635092,35.5342097799999,33.8975098499999,4.082153587157697,-0.0156274398299077,2.2654925271792234,2.2654925271792234,1.1111734945263008,2.818363374934366,4.128827716040058,0.5549748383564936,0.5754693651671603,1,1.300619446346857,0,0.19020077322849233,0,250.93144439594428,1,-0.00017863898896974817,0,0.6645951016495348,1,0.9661616161616161,1
1310,0.6931471805599453,2.302585092994046,3.663330850267561,35.52513744,33.89626839,4.990468388872521,-0.4228999466420856,0.7177572061042063,0.7177572061042063,0.734065535498804,1.5909643736571493,5.28506925081656,0.14382561919530898,0.5379390045703699,0,1.2397142231188139,0,0.367427631362731,1,104.8040906263975,0,0.02344565359798967,1,0.5416954004570198,0,0.9611111111111111,1
91,2.70805020110221,3.4339872044851463,2.305779983890565,35.48223799,33.8988567199999,5.757741173117037,1.77209775307598,-1.943026530450294,2.788920373116877,0.40046607073209184,0.67145852520329,0.8514539290859836,-0.33746333362852576,0.5425721029483537,0,1.2979652579161711,0,0.17110268522700486,0,132.2710594357176,0,0.09868183764639049,1,0.5828213216262306,1,0.9603535353535354,1
1503,1.0986122886681098,2.3978952727983707,6.692083742506628,35.53473521,33.89735031,5.152480489612228,-0.0156274398299077,3.255240241225963,3.352728580916626,1.2988081674444671,2.7908156867488594,6.091397130301264,0.6317811872919775,0.6816411889006037,1,1.121429389014066,0,0.3770985040295113,1,567.4616348925972,1,0.5920708907467973,1,0.7511546701400504,1,0.9566919191919192,1
34,1.791759469228055,2.3978952727983707,1.9518922207328608,35.4935423399999,33.9016950199999,6.521400854570621,0.8457654036941855,-1.943026530450294,2.861646586553906,0.29930566518769475,0.8140022806146078,1.0893717902737223,-0.29794618882973506,0.53251763282666,0,1.2419514954326818,0,0.30338012242268275,1,115.33685023458352,0,-4.784795616386006e-05,0,0.5348772686097649,0,0.9549242424242425,1
54,2.4849066497880004,2.4849066497880004,1.8492419046414168,35.4873119399999,33.90067363,6.027595689943101,1.77209775307598,-1.943026530450294,2.857079976713683,0.30679594315306064,0.7441896880911743,0.7441896880911743,-0.3223551529330654,0.5470424213120807,0,1.2475154331559508,0,0.18886539863971813,0,124.69057414922908,0,-2.171177676801861e-05,0,0.5360160594502866,0,0.9526515151515151,1
72,1.0986122886681098,1.0986122886681098,1.956850089093648,35.4839076399999,33.90154966,4.1066311958181485,-0.8150443270305894,-0.09216289011268697,0.09216289011268697,0.47650981931037323,1.78120171172126,1.78120171172126,-0.022442456046829328,0.5050119734644233,0,1.3147876135713228,0,0.4540306318330943,1,90.63325144792333,0,0.0004061665058756603,1,0.44251072674440683,0,0.9482323232323232,1
182,1.0986122886681098,0.6931471805599453,2.497905135573657,35.48902154,33.89132871,5.040358521790062,-0.8150443270305894,-0.031173969042476823,0.031173969042476823,0.4955808450480099,3.603715351703189,2.2736912387917707,-0.006184871355422058,0.532641442006174,0,1.3696384184978783,1,0.6526642218620953,1,61.963307855471264,0,0.00043330393467355677,1,0.4789601193636597,0,0.94760101010101,1
1516,1.6094379124341005,2.3978952727983707,6.627710633659567,35.4760073699999,33.89927499,4.739866625416941,-0.4228999466420856,3.255240241225963,3.3570085063427935,1.3982905337714144,2.7639700152229563,4.11802815284491,0.6867788692133541,0.6577054988593188,1,1.2113986411682316,0,0.0994378418773011,0,600.5849329464698,1,0.3597686530383277,1,0.7334730195606453,1,0.9464646464646465,1
