fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,hdbscan_score,is_anomaly_hdbscan,fused_rank,is_anomaly_fused
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.290718847155145,4.699736735949523,1.3973382018991465,9.949826710759112,9.949826710759112,0.6667320509994951,0.7268598076947865,1,1.8382864070813691,1,11360.816449815107,1,0.00041398443236717597,1,0.8731231507237532,1,0.9985227272727272,1
1731,0.6931471805599453,0.6931471805599453,6.823286122355687,35.5308217899999,33.90059403,5.723878169971074,-0.4228999466420856,3.290718847155145,4.02127999033468,1.1920739609994475,9.843921051289035,9.843921051289035,0.5749107072926702,0.7209979465921039,1,1.8356519924873882,1,11093.26798449842,1,0.0063152380402211605,1,0.8667258919031777,1,0.9979545454545453,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.290718847155145,4.709236108025243,1.433151154474292,9.90388184573618,9.90388184573618,0.6869922928203239,0.7260739387299721,1,1.8212222067726755,1,10943.858801342416,1,0.00041395449974168663,1,0.871854658949293,1,0.9976136363636362,1
10,2.70805020110221,3.49650756146648,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-2.0261758895281368,4.90107992982009,0.2133712655359028,0.37641563132918776,0.4860102300396789,-0.32848152970482675,0.6884750403777331,1,2.2762821701843245,1,3082.7013422445334,1,0.5259969053896374,1,0.7870089385306557,1,0.9967045454545455,1
1402,0.6931471805599453,1.0986122886681096,6.888572459565364,35.5348207899999,33.8972030099999,4.2383937663788585,-0.4228999466420856,3.290718847155145,4.949107535734471,1.625279018247219,6.270248868157709,9.93810932621924,0.7764070609151129,0.7177775963248759,1,1.4695482450182102,1,11028.704934354488,1,0.4897300021977289,1,0.8423685477325144,1,0.9960227272727273,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,35.53012838,33.8885053099999,4.269440130803286,-1.1924218391670918,3.290718847155145,4.212182076371431,1.393165100563557,8.581200581924957,8.581200581924957,0.7707612113853447,0.6971015497698749,1,1.512266700502043,1,6509.001891017253,1,-0.00015353592610067857,0,0.8269407748757689,1,0.9895454545454545,1
213,0.6931471805599453,0.6931471805599453,4.46763077196603,35.5159158299999,33.87216338,5.368793533702513,-1.1924218391670918,1.970817261771387,1.970817261771387,0.8321479945020331,6.4454287592383235,6.4454287592383235,0.3670875494465589,0.6401799483381483,1,1.4061510390953131,0,2981.7946211174017,1,0.000342802230682393,1,0.7478430274127632,1,0.9885227272727273,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,3.290718847155145,4.465139959549508,1.4633464844662087,8.885696373339394,8.885696373339394,0.7818456368363298,0.7150183519468554,1,1.581468917127682,1,7359.669256376064,1,-0.0005494508239494156,0,0.8445304952533852,1,0.988181818181818,1
1503,1.0986122886681096,2.3978952727983707,6.692083742506628,35.53473521,33.89735031,5.152480489612228,-0.0156274398299077,3.290718847155145,3.3754317997280077,1.2988081674444671,2.7908156867488594,6.0913971303012655,0.6386669204841185,0.6648214008897738,1,1.3589010992587829,0,1956.0763328526036,1,0.09261891610896678,1,0.7550127808618593,1,0.9879545454545454,1
529,0.6931471805599453,0.6931471805599453,3.1679614060666514,35.52882155,33.8971046799999,5.4210132693519375,-8.152543360797848,1.1723212298827212,1.1723212298827212,0.5843854734643307,4.570402210259986,4.570402210259986,0.2162550009811852,0.5700662526485878,0,2.0899957521164434,1,1226.6294219828635,0,0.5976112375092906,1,0.788543343423175,1,0.9873863636363636,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,35.52871152,33.8874534699999,5.607388376792881,0.4071381378692232,1.5051163290273935,1.5051163290273935,0.876176017356294,7.088046166153979,2.3626820553846595,0.26841663674600647,0.5786726755357233,0,1.477635534068625,1,2803.0406939311256,1,0.29523583454744107,1,0.7159136243601941,1,0.9870454545454546,1
1237,1.0986122886681096,1.0986122886681096,6.891625897052253,35.5288938799999,33.8882689599999,4.141766950355076,-1.1924218391670918,3.290718847155145,4.896384912745443,1.663933770214046,6.273028226734328,6.273028226734328,0.7945205238727954,0.6905519444901115,1,1.2774196238163964,0,2971.2973616746262,1,0.13391147661434388,1,0.7879188680815992,1,0.9843181818181816,1
1729,0.6931471805599453,0.6931471805599453,4.859789148277298,35.5165647299999,33.89609087,5.446970821768159,-0.0156274398299077,2.2180139892368933,2.2180139892368933,0.8922003269883033,7.011193703985658,7.011193703985658,0.40720137151696667,0.6264927894582305,1,1.3820643715938365,0,3775.1589101363024,1,-9.129044310340895e-05,0,0.746418663975151,1,0.9835227272727272,1
560,2.079441541679836,2.70805020110221,0.7514160886839212,35.4784065899999,33.89475491,5.909456489396374,0.4071381378692232,-2.0261758895281368,3.689014144913382,0.12715485595540363,0.27747494798216277,0.3613547549294915,-0.3428700918881124,0.6551678563250163,1,1.4786253950697792,1,1697.1705401348613,1,-0.00030311471533894796,0,0.6857412950477896,1,0.98125,1
1356,0.6931471805599453,0.6931471805599453,0.9282193027394288,35.52780458,33.9012114,6.521400854570621,-1.9043027771337224,-2.0261758895281368,2.361640298048272,0.1423343424885272,1.3391373849195853,1.3391373849195853,-0.3106964185629014,0.6300251878267837,1,1.6645216340286126,1,422.42667631662766,0,0.03196322335744539,1,0.6067706790863048,0,0.9774999999999998,1
499,0.6931471805599453,1.0986122886681096,4.095027662189515,35.4817636699999,33.89872435,5.368162831559142,-0.0156274398299077,1.3421074326292715,1.3421074326292715,0.7628359628204767,3.7274548122468905,5.907876100543938,0.2500124297160089,0.57881116611152,0,1.3561750227639837,0,2448.6425733962387,1,-0.0001128140151216428,0,0.6894618734723587,1,0.9769318181818182,1
376,0.6931471805599453,0.6931471805599453,4.465908118654584,35.52574879,33.89237268,3.942311872843169,-1.9043027771337224,3.290718847155145,3.290718847155145,1.1328145166338148,6.442943495848729,6.442943495848729,0.8347180419244459,0.6780569612162629,1,1.240830885603421,0,3439.9603414401154,1,0.00017312896741028538,1,0.7714519714812986,1,0.9761363636363637,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,35.5295903399999,33.8886643499999,4.032087451640165,-1.1924218391670918,3.290718847155145,3.8769603129053696,1.5461992827517541,3.873657180281966,3.873657180281966,0.8161328063002584,0.6900149996596505,1,1.284302220770838,0,1076.3993195866333,0,-9.796438297215992e-05,0,0.7483054861493535,1,0.975,1
1367,1.0986122886681096,1.6094379124341005,4.535980866635092,35.5342097799999,33.8975098499999,4.082153587157697,-0.0156274398299077,2.282404284663527,2.282404284663527,1.1111734945263008,2.818363374934366,4.128827716040059,0.5591176901927174,0.6025978011470798,0,1.4062681737543195,0,649.879249282116,0,9.800865629916444e-05,0,0.6826320251550315,1,0.9744318181818181,1
924,1.3862943611198906,1.3862943611198906,6.731018100482083,35.5124546099999,33.89418623,5.577777502593477,-1.9043027771337224,3.290718847155145,3.550001937190542,1.2067562926904825,4.855403216849676,4.855403216849676,0.5899695435368428,0.6710797174719831,1,1.273095832030117,0,825.5368221741514,0,0.0001824002491908061,1,0.729375778401431,1,0.9723863636363635,1
1516,1.6094379124341005,2.3978952727983707,6.627710633659567,35.4760073699999,33.89927499,4.739866625416941,-0.4228999466420856,3.290718847155145,3.398729640119132,1.3982905337714144,2.7639700152229563,4.11802815284491,0.694264017790939,0.6873103057695783,1,1.3365348372465744,0,449.24283051247494,0,-6.558074289531035e-05,0,0.7375108916400324,1,0.9714772727272727,1
1519,0.6931471805599453,1.0986122886681096,2.2144094020903204,35.47581326,33.9001166299999,5.130497009205208,-4.421873160666376,-0.033840267359483533,0.033840267359483533,0.4316169365496553,2.015642301593891,3.1947174628936,-0.006595904314682741,0.5541616823911143,0,2.003435858577794,1,298.5717017381035,0,0.10479758610695589,1,0.6455892264060387,1,0.9689772727272727,1
809,1.0986122886681096,1.0986122886681096,6.652863029353347,35.5297230899999,33.88929386,4.185969496520373,-1.1924218391670918,3.290718847155145,4.627025518172472,1.589324297485589,6.0556968986928705,6.0556968986928705,0.7861306323160229,0.6909515242336346,1,1.2382493258372151,0,2332.1891786599326,1,-0.029167586082764485,0,0.7890501359642319,1,0.9682954545454546,1
