fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,fused_rank,is_anomaly_fused
1731,0.6931471805599453,0.6931471805599453,6.823286122355687,35.5308217899999,33.90059403,5.723878169971074,-0.4228999466420856,3.302366304315946,4.008445926610623,1.1920739609994475,9.843921051289035,9.843921051289035,0.5769455963687352,0.69079619549516,1,1.8696451191876478,1,928.9571365250816,1,0.5421796502483884,1,0.9977272727272727,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.302366304315946,4.700186616224821,1.3973382018991465,9.949826710759112,9.949826710759112,0.6690919405441346,0.6410466499482029,1,1.852524192382377,1,1075.099781114283,1,0.2976978994252044,1,0.9958806818181818,1
1402,0.6931471805599453,1.0986122886681098,6.888572459565364,35.5348207899999,33.8972030099999,4.2383937663788585,-0.4228999466420856,3.302366304315946,4.954400116953394,1.625279018247219,6.270248868157708,9.93810932621924,0.7791551437509254,0.7020092255983776,1,1.4442672145297026,1,1032.758714605093,1,1.4336739183966059,1,0.9955965909090908,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.302366304315946,4.687428081492829,1.433151154474292,9.90388184573618,9.90388184573618,0.68942389323108,0.6599257330853691,1,1.829661405095014,1,1085.0769039477852,1,0.030277193318669404,1,0.9947443181818182,1
10,2.70805020110221,3.49650756146648,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-2.034824342843683,4.926950383631271,0.2133712655359028,0.37641563132918776,0.4860102300396789,-0.32988360796928234,0.5777686941598418,1,2.3468911419703664,1,352.28172464270665,1,1.6141135765566799,1,0.9928977272727273,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,35.52871152,33.8874534699999,5.607388376792881,0.4071381378692232,1.544915367463036,1.544915367463036,0.876176017356294,7.088046166153979,2.3626820553846595,0.2755142436462807,0.6347886793647523,1,1.5389251250230473,1,248.250423389302,1,1.1245007319338003,1,0.9926136363636364,1
1503,1.0986122886681098,2.3978952727983707,6.692083742506628,35.53473521,33.89735031,5.152480489612228,-0.0156274398299077,3.302366304315946,3.3799232412575346,1.2988081674444671,2.7908156867488594,6.091397130301264,0.6409274738591936,0.6863494900740862,1,1.3785165737144325,1,428.72903534071884,1,0.8994073462706638,1,0.9909090909090909,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,35.53012838,33.8885053099999,4.269440130803286,-1.1924218391670918,3.302366304315946,4.207500811949611,1.393165100563557,8.581200581924957,8.581200581924957,0.7734893108091465,0.6156147291560538,1,1.5062237185398892,1,839.0188023887187,1,0.01862306516005363,1,0.9904829545454545,1
213,0.6931471805599453,0.6931471805599453,4.46763077196603,35.5159158299999,33.87216338,5.368793533702513,-1.1924218391670918,1.9304852152611214,1.9304852152611214,0.8321479945020331,6.4454287592383235,6.4454287592383235,0.3595752384856173,0.6099523626972919,1,1.4885438123534216,1,259.6373916313552,1,0.7167682728337779,1,0.9904829545454544,1
1516,1.6094379124341005,2.3978952727983707,6.627710633659567,35.4760073699999,33.89927499,4.739866625416941,-0.4228999466420856,3.302366304315946,3.3917388584930483,1.3982905337714144,2.7639700152229563,4.11802815284491,0.6967213563789793,0.6558314440410311,1,1.3435987932141644,0,468.57811738706573,1,0.5428564428889873,1,0.9882102272727272,1
