fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,hdbscan_score,is_anomaly_hdbscan,fused_rank,is_anomaly_fused
1731,0.6931471805599453,0.6931471805599453,6.823286122355687,35.5308217899999,33.90059403,5.723878169971074,-0.4228999466420856,3.302366304315946,4.008445926610623,1.1920739609994475,9.843921051289035,9.843921051289035,0.5769455963687352,0.7084567796233848,1,1.8696451191876473,1,981.7442977800166,1,1.852251966485316,1,0.874707355776511,1,0.9985227272727272,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.302366304315946,4.687428081492829,1.433151154474292,9.90388184573618,9.90388184573618,0.68942389323108,0.6865497648042349,1,1.829661405095014,1,1149.6312020531918,1,1.3288948854905454,1,0.8808400450623546,1,0.9982954545454545,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.302366304315946,4.700186616224821,1.3973382018991465,9.949826710759112,9.949826710759112,0.6690919405441346,0.6560688800331627,1,1.852524192382377,1,1139.896247375123,1,1.6242866224248425,1,0.880482398302893,1,0.9978409090909091,1
1402,0.6931471805599453,1.0986122886681098,6.888572459565364,35.5348207899999,33.8972030099999,4.2383937663788585,-0.4228999466420856,3.302366304315946,4.954400116953394,1.625279018247219,6.270248868157708,9.93810932621924,0.7791551437509254,0.7123722108521172,1,1.4442672145297029,1,1106.9388647588737,1,2.7504361908451367,1,0.8483505126269526,1,0.9960227272727271,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,3.302366304315946,4.470644949516924,1.4633464844662087,8.885696373339394,8.885696373339394,0.7846129694418736,0.6446753948305941,1,1.5880237458242452,1,994.2030583568945,1,1.1224521400374372,1,0.8523839163979438,1,0.9956818181818182,1
10,2.70805020110221,3.49650756146648,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-2.034824342843683,4.926950383631272,0.2133712655359028,0.37641563132918776,0.4860102300396789,-0.32988360796928234,0.6097244916664307,1,2.3468911419703686,1,340.6556323628456,1,2.830341457295386,1,0.7971156255234032,1,0.9944318181818181,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,35.53012838,33.8885053099999,4.269440130803286,-1.1924218391670918,3.302366304315946,4.20750081194961,1.393165100563557,8.581200581924957,8.581200581924957,0.7734893108091465,0.6209939000834506,1,1.5062237185398888,1,894.5507865959719,1,1.1597416226609338,1,0.8350212847151511,1,0.9939772727272727,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,35.52871152,33.8874534699999,5.607388376792881,0.4071381378692232,1.544915367463036,1.544915367463036,0.876176017356294,7.088046166153979,2.3626820553846595,0.2755142436462807,0.6264195054075383,1,1.5389251250230478,1,254.7781504723065,1,1.9815650096333846,1,0.7337793747911897,1,0.991590909090909,1
1503,1.0986122886681098,2.3978952727983707,6.692083742506628,35.53473521,33.89735031,5.152480489612228,-0.0156274398299077,3.302366304315946,3.3799232412575346,1.2988081674444671,2.7908156867488594,6.091397130301264,0.6409274738591936,0.6768932014315188,1,1.3785165737144327,1,462.0919209092984,1,1.511652932283642,1,0.7734941342724218,1,0.9913636363636364,1
213,0.6931471805599453,0.6931471805599453,4.46763077196603,35.5159158299999,33.87216338,5.368793533702513,-1.1924218391670918,1.930485215261121,1.930485215261121,0.8321479945020331,6.4454287592383235,6.4454287592383235,0.35957523848561723,0.6163082525696667,1,1.4885438123534214,1,272.5012040506117,1,1.437932292551178,1,0.7504994171387203,1,0.9905681818181818,1
1516,1.6094379124341005,2.3978952727983707,6.627710633659567,35.4760073699999,33.89927499,4.739866625416941,-0.4228999466420856,3.302366304315946,3.3917388584930483,1.3982905337714144,2.7639700152229563,4.11802815284491,0.6967213563789793,0.6448289844790405,1,1.3435987932141638,1,497.859412152228,1,1.1544270023749967,1,0.7563800846415509,1,0.9884090909090908,1
1510,2.19722457733622,2.19722457733622,6.641182169740591,35.52780327,33.8862673599999,5.0400698160457456,2.2605583165504184,2.8357880367808033,2.8357880367808033,1.3176766219780305,3.022532261036308,3.022532261036308,0.5626485624767911,0.6346330433614542,1,1.365393688638876,1,264.6860841557258,1,0.7925382213263048,1,0.7386470313361099,1,0.9863636363636363,1
560,2.079441541679836,2.70805020110221,0.7514160886839212,35.4784065899999,33.89475491,5.909456489396374,0.4071381378692232,-2.034824342843683,3.677778831455411,0.12715485595540363,0.27747494798216277,0.3613547549294915,-0.34433358575274525,0.5860118590152823,1,1.4813432197748109,1,217.99938428912535,1,0.9007949576157488,1,0.6963867583821893,1,0.9856818181818181,1
1729,0.6931471805599453,0.6931471805599453,4.859789148277298,35.5165647299999,33.89609087,5.446970821768159,-0.0156274398299077,2.2463287155410745,2.2463287155410745,0.8922003269883033,7.011193703985658,7.011193703985658,0.412399623395061,0.5741525270356536,1,1.383158840921945,1,341.7040864621472,1,0.7524687257524136,1,0.7673461399447938,1,0.9853409090909091,1
