fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,33.88447956,35.51629699,4.790037503398601,-0.4228999466420856,2.1622919076446516,4.687312583692167,1.433151154474292,9.90388184573618,9.90388184573618,0.45141440043224595,0.8033055158647762,1,3.583238477350547,1,542.9545232460185,1,0.12986544466826588,1,7.482533852479136,1,0.9997155049786629,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,33.89748196,35.53365058,4.208911186702726,-1.1924218391670918,2.1622919076446516,4.430684933254391,1.4633464844662087,8.885696373339394,8.885696373339394,0.5137413957500486,0.7839756822414912,1,2.929031281734597,1,385.86217149464136,1,0.10939317858733655,1,5.094384720953318,1,0.9982930298719772,1
10,2.639057329615259,3.367295829986474,1.3161401011966838,33.87786382,35.5284927599999,6.168309954440534,2.9215868500403963,-1.9063889887732393,4.939673489606513,0.2133712655359028,0.390859659396772,0.4987159946951817,-0.3090618018312844,0.7158440408476773,1,2.1593878511415765,1,117.61848715904192,1,0.33883881461513465,1,-2.266812340987723,1,0.9965860597439546,1
529,0.6931471805599453,0.6931471805599453,3.1679614060666514,33.8971046799999,35.52882155,5.4210132693519375,-8.152543360797848,1.780379798016999,1.780379798016999,0.5843854734643307,4.570402210259986,4.570402210259986,0.3284219590611401,0.630973870150946,1,1.6609174556733002,1,51.43661436007977,1,0.040737989068035496,1,-4.56414472813915,1,0.9894736842105264,1
1519,0.6931471805599453,1.0986122886681096,2.2144094020903204,33.9001166299999,35.47581326,5.130497009205208,-4.421873160666376,0.25590775068444094,0.25590775068444094,0.4316169365496553,2.015642301593891,3.1947174628936,0.04987971929918052,0.5767666753745974,0,2.1814418218531832,1,58.24702070155171,1,0.05327585881098873,1,-7.37176280097924,0,0.9817923186344238,1
1750,1.0986122886681096,0.6931471805599453,4.959426206689514,33.88883598,35.5086712,5.715133645007413,-1.1924218391670918,2.1622919076446516,2.2158888802796013,0.8677708195016465,7.154939594045725,4.514264274889934,0.3783449420353576,0.6602971751813652,1,1.3272184082097584,0,125.28435280004553,1,-9.26439682302771e-07,0,-2.013920445288875,1,0.9809388335704126,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,33.8886643499999,35.5295903399999,4.032087451640165,-1.1924218391670918,2.1622919076446516,3.8616768094778835,1.5461992827517541,3.873657180281966,3.873657180281966,0.5362710837943454,0.6055064876341104,1,1.5409691089693116,1,69.18704419476923,1,-0.0001850739931019696,0,-6.828365463736084,1,0.97724039829303,1
1517,1.0986122886681096,1.0986122886681096,5.375278407684165,33.8892338,35.5291301899999,4.243104137227407,-1.1924218391670918,2.1622919076446516,3.297060654218067,1.2668268875428923,4.892789260714373,4.892789260714373,0.50960142332438,0.6112446648977797,1,1.2870988185811334,0,92.35618935261606,1,0.00015587297543251388,1,-5.622512081137863,1,0.9752489331436699,1
1002,1.0986122886681096,0.6931471805599453,4.820386398819521,33.8947290899999,35.5139740899999,6.07251836443936,-1.1924218391670918,1.8712340714463185,1.8712340714463185,0.7938035110849037,6.954347552745531,4.387704787704006,0.308147947712148,0.6403412532774977,1,1.3115472556682781,0,111.74981268065903,1,-0.019077964526805546,0,-4.244965436991496,1,0.9715504978662874,1
1435,0.6931471805599453,0.6931471805599453,0.7385984434638626,33.8949979499999,35.52861046,5.0252772518119695,1.77209775307598,-1.9016895480513734,1.9016895480513734,0.1469766555064291,1.065572311593622,1.065572311593622,-0.37842480180883137,0.6026697966519968,1,1.5524058222322752,1,30.679627692906575,0,0.0002645889865704465,1,-6.774631399885439,1,0.970697012802276,1
29,0.6931471805599453,1.0986122886681096,2.9114807211064,33.8972848599999,35.47233568,5.190530959582707,-1.5553900411763233,0.4908672721678027,0.4908672721678027,0.5609215596202645,2.6501439599188368,4.200378797984026,0.09456976097244316,0.5844317170879587,1,1.6578728090722357,1,41.738161372663114,0,-0.01043045332058501,0,-6.8562256129129375,1,0.9675675675675677,1
54,2.4849066497880004,2.4849066497880004,1.8492419046414168,33.90067363,35.4873119399999,6.027595689943101,1.77209775307598,-1.9063889887732393,2.826586300054256,0.30679594315306064,0.7441896880911743,0.7441896880911743,-0.3162768518057712,0.6115548753760262,1,1.3230255299770877,0,45.07895076916415,0,-4.683985192377449e-06,0,-7.669576827461869,0,0.9658605974395449,1
641,2.302585092994046,2.5649493574615367,2.123936781566387,33.8801302299999,35.5108998899999,4.503912304312226,2.5112792420117174,-1.7545760040638512,1.7545760040638512,0.47157596286518394,0.8280618778642834,0.9224140241456342,-0.3895670886806455,0.5932802663794586,1,1.6614060115106954,1,32.72266794142169,0,-0.00018447784092856523,0,-7.5874014725954195,0,0.9658605974395449,1
1356,0.6931471805599453,0.6931471805599453,0.9282193027394288,33.9012114,35.52780458,6.399216420106812,-1.9043027771337224,-1.9063889887732393,2.0661643471351665,0.14505202540468784,1.3391373849195853,1.3391373849195853,-0.2979097538853701,0.5834221025581982,1,1.6509656589682202,1,31.822865851509437,0,0.00011332789017970413,1,-8.225764850788362,0,0.9638691322901849,1
