fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,hdbscan_score,is_anomaly_hdbscan,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
10,2.70805020110221,3.49650756146648,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-2.0376193955333073,4.894955478240147,0.2133712655359028,0.37641563132918776,0.4860102300396789,-0.3303367390068386,0.7031055700143919,1,2.2648728639100595,1,25609.85391539537,1,0.5284030790093588,1,0.784108670545371,1,127.24612027310972,1,0.9982007575757575,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.3025925193207013,4.715145604529209,1.433151154474292,9.90388184573618,9.90388184573618,0.6894711193758847,0.7313879601012699,1,1.8235042069882212,1,23728.101765766398,1,0.00041355197968639956,1,0.8713073971759865,1,44.57154513253654,1,0.9971590909090908,1
1731,0.6931471805599453,0.6931471805599453,6.823286122355687,35.5308217899999,33.90059403,5.723878169971074,-0.4228999466420856,3.3025925193207013,4.046564561611313,1.1920739609994475,9.843921051289035,9.843921051289035,0.5769851176509914,0.7041553924461434,1,1.8386092637956803,1,17175.36235704088,1,0.005528197302387516,1,0.865784310104261,1,59.37070920403343,1,0.997064393939394,1
1402,0.6931471805599453,1.0986122886681098,6.888572459565364,35.5348207899999,33.8972030099999,4.2383937663788585,-0.4228999466420856,3.3025925193207013,4.9804637753591,1.625279018247219,6.270248868157708,9.93810932621924,0.7792085165655398,0.724257751264724,1,1.4738337420458463,1,26322.01585517393,1,0.49492771586503026,1,0.8414862634615025,1,56.10576431022527,1,0.9964962121212121,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.3025925193207013,4.701007369116455,1.3973382018991465,9.949826710759112,9.949826710759112,0.669137773932246,0.7355681958516256,1,1.8399742799135896,1,24037.84974697574,1,4.309856027440162e-05,0,0.8725142215637581,1,75.01866475329169,1,0.9953598484848484,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,3.3025925193207013,4.451157700077411,1.4633464844662087,8.885696373339394,8.885696373339394,0.7846667161223619,0.7262220306974799,1,1.5826697417651414,1,16870.57118682306,1,-0.00034223710578529243,0,0.8437178064071756,1,39.89208262646676,1,0.9902462121212121,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,35.53012838,33.8885053099999,4.269440130803286,-1.1924218391670918,3.3025925193207013,4.236412236067586,1.393165100563557,8.581200581924957,8.581200581924957,0.7735422955092066,0.7127423602903521,1,1.503402653670295,1,13367.316118393595,1,-0.00025681826556556153,0,0.8261382708857817,1,24.48308879920005,1,0.9887310606060606,1
1237,1.0986122886681098,1.0986122886681098,6.891625897052253,35.5288938799999,33.8882689599999,4.141766950355076,-1.1924218391670918,3.3025925193207013,4.886957477235058,1.663933770214046,6.273028226734327,6.273028226734327,0.7973873370730259,0.7091986225055885,1,1.2789097254140889,0,16548.922336516178,1,0.11821480542720408,1,0.7851651832624791,1,59.7011285825933,1,0.987405303030303,1
1503,1.0986122886681098,2.3978952727983707,6.692083742506628,35.53473521,33.89735031,5.152480489612228,-0.0156274398299077,3.3025925193207013,3.376024797255179,1.2988081674444671,2.7908156867488594,6.091397130301264,0.6409713779564942,0.6686066022011687,1,1.3713295025164296,0,2066.9872581430204,0,0.09878766262827865,1,0.7537311284140533,1,23.555110105138827,1,0.9869318181818181,1
560,2.079441541679836,2.70805020110221,0.7514160886839212,35.4784065899999,33.89475491,5.909456489396374,0.4071381378692232,-2.0376193955333073,3.674144348891806,0.12715485595540363,0.27747494798216277,0.3613547549294915,-0.3448065654074122,0.6609954258442865,1,1.4700184930216023,1,15958.813742645236,1,-0.00024385373308732916,0,0.6804650467495976,1,62.12434253717946,1,0.9866477272727273,1
