fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,hdbscan_score,is_anomaly_hdbscan,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,2.1185925765273197,4.7118918055375705,1.433151154474292,9.90388184573618,9.90388184573618,0.4422914382244706,0.7853321067493164,1,3.6019690483825153,1,606.6890332877122,1,1.5471873656030855,1,0.8279998282750681,1,1.0,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,2.1185925765273197,4.4633600878687005,1.4633464844662087,8.885696373339394,8.885696373339394,0.5033588219253996,0.7648806648132994,1,2.9464193123980142,1,434.2088971352356,1,1.5184731944834458,1,0.763547975257161,1,0.9985775248933144,1
10,2.6390573296152584,3.367295829986474,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-1.9423846596717498,4.939046922878445,0.2133712655359028,0.390859659396772,0.4987159946951818,-0.3148973825923642,0.7077472840837147,1,2.184668960988686,1,113.49312999436317,1,1.4311903555528955,1,0.5956180256393827,1,0.9963015647226175,1
529,0.6931471805599453,0.6931471805599453,3.167961406066651,35.52882155,33.8971046799999,5.4210132693519375,-8.152543360797848,1.732387328275803,1.732387328275803,0.5843854734643307,4.570402210259985,4.570402210259985,0.3195689149240735,0.6152746499081415,1,1.6540113580974112,1,54.58202337478947,1,0.7979177571148424,1,0.5463899198045028,1,0.988620199146515,1
1519,0.6931471805599453,1.0986122886681098,2.2144094020903204,35.47581326,33.9001166299999,5.130497009205208,-4.421873160666376,0.4072081111227632,0.4072081111227632,0.4316169365496553,2.0156423015938905,3.1947174628936,0.07937010983383186,0.5716665887423512,1,2.1742295905766955,1,59.52637785383648,1,0.5726235243738014,1,0.4169540570651379,1,0.9860597439544808,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,35.5295903399999,33.8886643499999,4.032087451640165,-1.1924218391670918,2.1185925765273197,3.9157917378587923,1.5461992827517541,3.873657180281966,3.873657180281966,0.5254331911044049,0.5885839077247087,1,1.526644553603712,1,77.6704675537232,1,0.543222403748076,1,0.3884065413423306,1,0.9860597439544808,1
1750,1.0986122886681098,0.6931471805599453,4.959426206689514,35.5086712,33.88883598,5.715133645007413,-1.1924218391670918,2.1185925765273197,2.1908751641109925,0.8677708195016465,7.154939594045725,4.514264274889933,0.3706986937003766,0.6310681939767897,1,1.3209713015332853,0,139.168342962256,1,0.06195470959711269,1,0.4218877611529953,1,0.9823613086770984,1
29,0.6931471805599453,1.0986122886681098,2.9114807211064,35.47233568,33.8972848599999,5.190530959582707,-1.5553900411763233,0.49032685350199623,0.49032685350199623,0.5609215596202645,2.6501439599188363,4.200378797984026,0.09446564471342948,0.5742314595087652,1,1.670605758416618,1,43.75571747424062,1,0.00037384467598089444,1,0.35966170680505655,1,0.9783783783783784,1
87,1.791759469228055,2.3978952727983707,6.770751579156178,35.4807577099999,33.8945956399999,6.042958756005733,-0.0156274398299077,2.1185925765273197,2.6604150580501242,1.1204365034639918,2.823622722794993,3.7788284060657014,0.3505886209171588,0.5583840822077774,1,1.5565349535928437,1,50.43297148667871,1,0.1736144375072417,1,0.2567794756797485,1,0.9735419630156471,1
1356,0.6931471805599453,0.6931471805599453,0.9282193027394288,35.52780458,33.9012114,6.399216420106812,-1.9043027771337224,-1.9423846596717498,2.0955341854907514,0.14505202540468784,1.3391373849195853,1.3391373849195853,-0.30353476615803043,0.576861002728161,1,1.6697550027958186,1,31.79355864217902,0,0.30145738657441523,1,0.3014060931922275,1,0.9732574679943102,1
1002,1.0986122886681098,0.6931471805599453,4.820386398819521,35.5139740899999,33.8947290899999,6.07251836443936,-1.1924218391670918,1.9835180793974398,1.9835180793974398,0.7938035110849037,6.954347552745531,4.387704787704005,0.3266384653544916,0.6219994338409618,1,1.2895096327678541,0,126.7095151916317,1,-6.949578146908664e-05,0,0.32392998204604295,1,0.9712660028449503,1
53,0.6931471805599453,0.6931471805599453,3.54214702423921,35.4875081799999,33.89984254,5.136134634482512,-0.0156274398299077,1.1003681124343223,1.1003681124343223,0.689652292301348,5.110237945969508,5.110237945969508,0.21424051173557082,0.5998612866688391,1,1.2390157137149966,0,76.24253816441438,1,0.08464932111817491,1,0.3504291897899698,1,0.9678520625889048,1
1517,1.0986122886681098,1.0986122886681098,5.375278407684165,35.5291301899999,33.8892338,4.243104137227407,-1.1924218391670918,2.1185925765273197,3.2977828495606873,1.2668268875428923,4.892789260714372,4.892789260714372,0.49930251721601215,0.5918126262218122,1,1.2781046253544133,0,103.16908156089337,1,-0.00021159797842829065,0,0.32063230814398225,1,0.9638691322901849,1
1159,2.4849066497880004,2.3978952727983707,5.971289900621244,35.52352312,33.88286884,5.272083664404303,0.8457654036941855,1.9279003710053537,1.9279003710053537,1.1326242678844027,2.4902213071435275,2.4030238323563116,0.36568091360575716,0.5695079769453403,1,2.4611015281244493,1,22.890576005435022,0,0.4396435892138655,1,0.4393250873653442,1,0.9581792318634423,1
