fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,hdbscan_score,is_anomaly_hdbscan,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,33.88447956,35.51629699,4.790037503398601,-0.4228999466420856,2.1622919076446516,4.687312583692167,1.433151154474292,9.90388184573618,9.90388184573618,0.45141440043224595,0.7129804702972228,1,3.7661321939694914,1,1.6046824803190494,1,848.1075623142777,1,0.8961505235936831,1,22.8646686799079,1,1.0,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,33.8886643499999,35.5295903399999,4.032087451640165,-1.1924218391670918,2.1622919076446516,3.8616768094778835,1.5461992827517541,3.873657180281966,3.873657180281966,0.5362710837943454,0.6855895905760367,1,1.9686514089299074,1,1.4556046411269037,1,357.0321001208695,1,0.7549808176760793,1,22.327108733034876,1,0.9971550497866288,1
10,2.639057329615259,3.367295829986474,1.3161401011966838,33.87786382,35.5284927599999,6.168309954440534,2.9215868500403963,-1.9063889887732393,4.939673489606513,0.2133712655359028,0.390859659396772,0.4987159946951817,-0.3090618018312844,0.6407874751736783,1,2.850607279804661,1,1.4179441389813625,1,310.34767514495263,1,0.8047268994211608,1,14.098058181126827,1,0.9952584163110479,1
1355,1.3862943611198906,1.9459101490553128,6.466144724237619,33.9008645899999,35.5283341,4.780471619459692,-0.4228999466420856,2.1622919076446516,3.4791208927250628,1.3526164861885424,3.322941055308622,4.664337463663974,0.4523176957776903,0.6376476819087575,1,1.7460290680459998,1,1.465945628500155,1,297.9982404289515,1,0.7107833038721252,1,16.245352364059823,1,0.9938359412043624,1
1750,1.0986122886681096,0.6931471805599453,4.959426206689514,33.88883598,35.5086712,5.715133645007413,-1.1924218391670918,2.1622919076446516,2.2158888802796013,0.8677708195016465,7.154939594045725,4.514264274889934,0.3783449420353576,0.6140055472411731,1,1.7772045366603393,1,0.6469351353854551,1,221.36512334910458,1,0.7138567441866458,1,14.781446226503794,1,0.9874348032242769,1
1517,1.0986122886681096,1.0986122886681096,5.375278407684165,33.8892338,35.5291301899999,4.243104137227407,-1.1924218391670918,2.1622919076446516,3.297060654218067,1.2668268875428923,4.892789260714373,4.892789260714373,0.50960142332438,0.6226701741425151,1,1.7323716675693959,1,0.5043709401611102,1,281.2610816685032,1,0.7169160067862322,1,16.8895230645855,1,0.9857752489331437,1
1002,1.0986122886681096,0.6931471805599453,4.820386398819521,33.8947290899999,35.5139740899999,6.07251836443936,-1.1924218391670918,1.8712340714463185,1.8712340714463185,0.7938035110849037,6.954347552745531,4.387704787704006,0.308147947712148,0.6024595698170756,1,1.6531771745118686,1,0.8360539694811397,1,181.71111887099966,1,0.6619570988120854,1,12.36643235412123,1,0.9850640113798009,1
529,0.6931471805599453,0.6931471805599453,3.1679614060666514,33.8971046799999,35.52882155,5.4210132693519375,-8.152543360797848,1.780379798016999,1.780379798016999,0.5843854734643307,4.570402210259986,4.570402210259986,0.3284219590611401,0.6037221338941717,1,1.6709002273341034,1,0.747767145240582,1,136.56861935332213,1,0.6904889526195374,1,15.35586066374707,1,0.9841156946420103,1
1519,0.6931471805599453,1.0986122886681096,2.2144094020903204,33.9001166299999,35.47581326,5.130497009205208,-4.421873160666376,0.25590775068444094,0.25590775068444094,0.4316169365496553,2.015642301593891,3.1947174628936,0.04987971929918052,0.5728088974221462,1,1.7062430139765163,1,1.2081195918961636,1,170.51471060998742,1,0.5871588073008441,1,11.035356786249743,1,0.9836415362731152,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,33.89748196,35.53365058,4.208911186702726,-1.1924218391670918,2.1622919076446516,4.430684933254391,1.4633464844662087,8.885696373339394,8.885696373339394,0.5137413957500486,0.6723433907242912,1,3.27215147044786,1,0.34091411217588813,0,705.6740268450619,1,0.875455831291235,1,18.978154517224713,1,0.9834044570886679,1
