fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,hdbscan_score,is_anomaly_hdbscan,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.302366304315946,4.700186616224821,1.3973382018991465,9.949826710759112,9.949826710759112,0.6690919405441346,0.7317420794236781,1,2.596648739679588,1,0.29241951560282897,1,27369.98023298244,1,0.8994278337172279,1,75.61931582235704,1,0.9982954545454544,1
10,2.70805020110221,3.49650756146648,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-2.034824342843683,4.926950383631272,0.2133712655359028,0.37641563132918776,0.4860102300396789,-0.32988360796928234,0.6825970413652787,1,2.4784986589991034,1,0.7352659820625409,1,27363.07065275899,1,0.8137058023238527,1,88.31778722929536,1,0.9976325757575757,1
1402,0.6931471805599453,1.0986122886681098,6.888572459565364,35.5348207899999,33.8972030099999,4.2383937663788585,-0.4228999466420856,3.302366304315946,4.954400116953394,1.625279018247219,6.270248868157708,9.93810932621924,0.7791551437509254,0.7231430237617601,1,2.2877889042151875,1,0.2812280353898057,1,28547.28907043304,1,0.8796925107575013,1,63.89157397910683,1,0.9966856060606061,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.302366304315946,4.687428081492829,1.433151154474292,9.90388184573618,9.90388184573618,0.68942389323108,0.7239634366108242,1,2.5933769871924484,1,0.24297872502996892,1,27067.69605282458,1,0.8973900578822479,1,39.16033503152777,1,0.9962121212121211,1
560,2.079441541679836,2.70805020110221,0.7514160886839212,35.4784065899999,33.89475491,5.909456489396374,0.4071381378692232,-2.034824342843683,3.677778831455411,0.12715485595540363,0.27747494798216277,0.3613547549294915,-0.34433358575274525,0.6398555290180938,1,1.6709169688241425,1,0.2716851198189273,1,17148.545041883437,1,0.7062103773887597,1,74.03559627842682,1,0.9908143939393939,1
1503,1.0986122886681098,2.3978952727983707,6.692083742506628,35.53473521,33.89735031,5.152480489612228,-0.0156274398299077,3.302366304315946,3.3799232412575346,1.2988081674444671,2.7908156867488594,6.091397130301264,0.6409274738591936,0.6690439742262903,1,1.7380916389073708,1,0.4014545394573732,1,2187.217550591579,1,0.791058806199887,1,22.13530754159747,1,0.9892992424242424,1
376,0.6931471805599453,0.6931471805599453,4.465908118654584,35.52574879,33.89237268,3.942311872843169,-1.9043027771337224,3.302366304315946,3.30995586711294,1.1328145166338148,6.442943495848729,6.442943495848729,0.8376725157297871,0.6959249509592501,1,1.6676533488200678,1,0.15734330574931235,1,7357.650050537632,1,0.8054823505115213,1,22.970896196941986,1,0.9853219696969697,1
621,1.0986122886681098,1.0986122886681098,6.261491684321042,35.4876042,33.8905660499999,4.85297321985314,-0.0156274398299077,3.302366304315946,3.6782704774502992,1.2902382520278006,5.699455348266758,5.699455348266758,0.6804831089539541,0.6840606684038119,1,1.5499746672012837,1,0.21675705363960104,1,2895.5919420185774,1,0.7905163844410817,1,11.748950826670118,1,0.9850378787878787,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,3.302366304315946,4.470644949516924,1.4633464844662087,8.885696373339394,8.885696373339394,0.7846129694418736,0.7297994465152547,1,2.307588062736109,1,0.13274115333619102,1,19312.85510404015,1,0.8776485411987197,1,33.633949779414486,1,0.9845643939393939,1
213,0.6931471805599453,0.6931471805599453,4.46763077196603,35.5159158299999,33.87216338,5.368793533702513,-1.1924218391670918,1.930485215261121,1.930485215261121,0.8321479945020331,6.4454287592383235,6.4454287592383235,0.35957523848561723,0.6389266170276784,1,1.48077586251922,1,0.6831844550361329,1,5340.054458947854,1,0.7753601705241856,1,6.3304695591143805,1,0.9825757575757575,1
1731,0.6931471805599453,0.6931471805599453,6.823286122355687,35.5308217899999,33.90059403,5.723878169971074,-0.4228999466420856,3.302366304315946,4.008445926610623,1.1920739609994475,9.843921051289035,9.843921051289035,0.5769455963687352,0.7171949494807811,1,2.5207000255787113,1,0.11519596794227162,0,20127.234495964592,1,0.8926846651006595,1,67.25346082689452,1,0.9817234848484847,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,35.52871152,33.8874534699999,5.607388376792881,0.4071381378692232,1.544915367463036,1.544915367463036,0.876176017356294,7.088046166153979,2.3626820553846595,0.2755142436462807,0.5626210750018769,1,1.6341979518027245,1,0.6123491481872001,1,3749.4541036293103,1,0.7840774995078768,1,8.269435034398342,1,0.9816287878787878,1
529,0.6931471805599453,0.6931471805599453,3.167961406066651,35.52882155,33.8971046799999,5.4210132693519375,-8.152543360797848,1.3397970167620419,1.3397970167620419,0.5843854734643307,4.570402210259985,4.570402210259985,0.2471488170554155,0.5750701592200623,1,2.0529302901990483,1,2.178276120674711,1,2322.7636030958797,1,0.8013717688365205,1,6.4433942720073,1,0.9807765151515152,1
1237,1.0986122886681098,1.0986122886681098,6.891625897052253,35.5288938799999,33.8882689599999,4.141766950355076,-1.1924218391670918,3.302366304315946,4.888160737682699,1.663933770214046,6.273028226734327,6.273028226734327,0.7973327190784677,0.7043774645355361,1,1.8572802702377522,1,0.10918674760700225,0,18260.98287264908,1,0.844241574438537,1,60.312855618771515,1,0.9785984848484848,1
1356,0.6931471805599453,0.6931471805599453,0.9282193027394288,35.52780458,33.9012114,6.521400854570621,-1.9043027771337224,-2.034824342843683,2.303138554935644,0.1423343424885272,1.3391373849195853,1.3391373849195853,-0.312022583524757,0.6278941278147954,1,1.5550584115549346,1,0.20211961937084943,1,842.365797794129,1,0.6232138307980375,1,84.733925607175,1,0.9753787878787877,1
