fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,hdbscan_score,is_anomaly_hdbscan,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,33.88447956,35.51629699,4.790037503398601,-0.4228999466420856,3.290718847155146,4.709236108025244,1.433151154474292,9.90388184573618,9.90388184573618,0.6869922928203241,0.753546108633561,1,2.429149337886684,1,1012.7619379639581,1,0.9209772738393457,1,16.510378471065824,1,0.9995454545454546,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,33.89096948,35.49012638,4.935594204931416,-1.1924218391670918,3.290718847155146,4.699736735949524,1.3973382018991465,9.949826710759112,9.949826710759112,0.6667320509994953,0.738155366530279,1,2.517786970085223,1,1003.7386546383486,1,0.9241752917692676,1,13.495047182818151,1,0.9995454545454544,1
1731,0.6931471805599453,0.6931471805599453,6.823286122355687,33.90059403,35.5308217899999,5.723878169971074,-0.4228999466420856,3.290718847155146,4.02127999033468,1.1920739609994475,9.843921051289035,9.843921051289035,0.5749107072926705,0.7284100183187172,1,2.5245422358931258,1,853.9553541375504,1,0.9224119534604905,1,12.666059125153136,1,0.9988636363636363,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,33.89748196,35.53365058,4.208911186702726,-1.1924218391670918,3.290718847155146,4.465139959549509,1.4633464844662087,8.885696373339394,8.885696373339394,0.78184563683633,0.7353761169655321,1,2.0267890697982986,1,852.4700068705856,1,0.8882191740357456,1,11.01251796356243,1,0.9977272727272727,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,33.8885053099999,35.53012838,4.269440130803286,-1.1924218391670918,3.290718847155146,4.212182076371431,1.393165100563557,8.581200581924957,8.581200581924957,0.7707612113853449,0.7380878441953244,1,1.9579302249650425,1,758.4047170822728,1,0.8795735219253673,1,9.010547022359773,1,0.9969318181818181,1
1402,0.6931471805599453,1.0986122886681098,6.888572459565364,33.8972030099999,35.5348207899999,4.2383937663788585,-0.4228999466420856,3.290718847155146,4.949107535734471,1.625279018247219,6.270248868157708,9.93810932621924,0.7764070609151131,0.7011180327248788,1,1.8494477185752651,1,795.5011570748883,1,0.8847610380293206,1,4.6450111924844855,1,0.9961363636363636,1
10,2.70805020110221,3.49650756146648,1.3161401011966838,33.87786382,35.5284927599999,6.168309954440534,2.9215868500403963,-2.0261758895281363,4.90107992982009,0.2133712655359028,0.37641563132918776,0.4860102300396789,-0.32848152970482664,0.7290248115194838,1,2.01987396574608,1,337.3355326005738,1,0.8592671907372509,1,5.982295764482618,1,0.9953409090909091,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,33.8886643499999,35.5295903399999,4.032087451640165,-1.1924218391670918,3.290718847155146,3.8769603129053696,1.5461992827517541,3.873657180281966,3.873657180281966,0.8161328063002586,0.6513955589593087,1,2.050268847720728,1,394.1857939404351,1,0.8674874217736019,1,-1.017849206597358,1,0.9942045454545454,1
1237,1.0986122886681098,1.0986122886681098,6.891625897052253,33.8882689599999,35.5288938799999,4.141766950355076,-1.1924218391670918,3.290718847155146,4.896384912745443,1.663933770214046,6.273028226734327,6.273028226734327,0.7945205238727956,0.6615193506240925,1,1.7222651723193696,1,701.7232498716189,1,0.8624275749786131,1,1.189532910048456,1,0.9939772727272727,1
1516,1.6094379124341005,2.3978952727983707,6.627710633659567,33.89927499,35.4760073699999,4.739866625416941,-0.4228999466420856,3.290718847155146,3.3987296401191323,1.3982905337714144,2.7639700152229563,4.11802815284491,0.6942640177909393,0.6767915242442242,1,1.8434169365992126,1,306.3034427408516,1,0.8512777344928778,1,0.657487270527696,1,0.9934090909090909,1
376,0.6931471805599453,0.6931471805599453,4.465908118654584,33.89237268,35.52574879,3.942311872843169,-1.9043027771337224,3.290718847155146,3.290718847155146,1.1328145166338148,6.442943495848729,6.442943495848729,0.8347180419244461,0.6470019240950527,1,1.627874217747171,1,414.7742067970248,1,0.8645833029270386,1,0.024798881904338543,1,0.9919318181818181,1
809,1.0986122886681098,1.0986122886681098,6.652863029353347,33.88929386,35.5297230899999,4.185969496520373,-1.1924218391670918,3.290718847155146,4.627025518172472,1.589324297485589,6.055696898692869,6.055696898692869,0.7861306323160231,0.6463897615781545,1,1.6712992139877643,1,628.4302138873207,1,0.8465651521774462,1,-0.2510991594177039,1,0.9919318181818181,1
1510,2.19722457733622,2.19722457733622,6.641182169740591,33.8862673599999,35.52780327,5.0400698160457456,2.2605583165504184,2.815311320244378,2.815311320244378,1.3176766219780305,3.022532261036308,3.022532261036308,0.5585857781734397,0.6509651248718544,1,2.0261515959196155,1,214.57311921322582,1,0.8504486540225833,1,-3.943617117058409,1,0.9897727272727271,1
30,1.0986122886681098,1.0986122886681098,5.036296543097928,33.89229959,35.53154628,3.980881148967695,-0.0156274398299077,3.0615708083505697,3.0615708083505697,1.265121051002469,4.584234670452872,4.584234670452872,0.7690686292265929,0.6117452192672397,0,1.866058046147733,1,305.9640495825095,1,0.8378017663556866,1,-2.1764090315856723,1,0.9887499999999999,1
1729,0.6931471805599453,0.6931471805599453,4.859789148277298,33.89609087,35.5165647299999,5.446970821768159,-0.0156274398299077,2.2180139892368933,2.2180139892368933,0.8922003269883033,7.011193703985658,7.011193703985658,0.40720137151696667,0.6461053256153348,1,1.5234738977081335,0,302.47807174974866,1,0.8397117358050168,1,0.7474936547034723,1,0.9886363636363636,1
272,1.6094379124341005,1.3862943611198906,6.678342114654332,33.8867163099999,35.51788674,4.823764024172099,0.4071381378692232,3.290718847155146,3.7406047515997134,1.3844670015342497,4.817405525085859,4.149487260775449,0.6821890189207445,0.6237642098583009,1,1.624540107844998,1,391.0144958914666,1,0.8217809268740974,1,-3.6684025555828104,1,0.9871590909090908,1
621,1.0986122886681098,1.0986122886681098,6.261491684321042,33.8905660499999,35.4876042,4.85297321985314,-0.0156274398299077,3.290718847155146,3.6831132010708307,1.2902382520278006,5.699455348266758,5.699455348266758,0.6780830427196813,0.6239550783395681,1,1.4507360812689765,0,433.45306066982397,1,0.8453219678018297,1,-2.463249056210909,1,0.9863636363636363,1
