fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,hdbscan_score,is_anomaly_hdbscan,fused_rank,is_anomaly_fused
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,33.89096948,35.49012638,4.935594204931416,-1.1924218391670918,3.2803165301470054,4.674507899770349,1.3973382018991465,9.949826710759112,9.949826710759112,0.6646244391140312,0.7387672009664636,1,2.081931456420798,1,0.38701793584547217,1,47758.465307784885,1,0.41784683267153716,1,0.9951515151515151,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,33.88447956,35.51629699,4.790037503398601,-0.4228999466420856,3.2803165301470054,4.686812461594567,1.433151154474292,9.90388184573618,9.90388184573618,0.6848206361264548,0.7332710024241794,1,2.0599461722546253,1,0.40765776827727446,1,48273.88165685055,1,0.41784683267153716,1,0.9948484848484849,1
529,0.6931471805599453,0.6931471805599453,3.1679614060666514,33.8971046799999,35.52882155,5.4210132693519375,-8.152543360797848,1.113986173675408,1.113986173675408,0.5843854734643307,4.570402210259986,4.570402210259986,0.20549408723520446,0.5776387843935423,0,2.023150227498688,1,1.9999067200257996,1,1167.758225049991,0,0.40634990170863533,1,0.9837878787878787,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,33.89748196,35.53365058,4.208911186702726,-1.1924218391670918,3.2803165301470054,4.433148803096777,1.4633464844662087,8.885696373339394,8.885696373339394,0.7793741384970434,0.7292408997478876,1,1.7603836236652444,1,0.1664907507072437,0,32876.12921309316,1,0.41784683267153716,1,0.9807575757575757,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,33.8885053099999,35.53012838,4.269440130803286,-1.1924218391670918,3.2803165301470054,4.180754186288713,1.393165100563557,8.581200581924957,8.581200581924957,0.7683247521097857,0.7236630586479187,1,1.6624372705473438,1,0.1349339235433392,0,21654.74931184584,1,0.41784683267153716,1,0.974848484848485,1
1750,1.0986122886681096,0.6931471805599453,4.959426206689514,33.88883598,35.5086712,5.715133645007413,-1.1924218391670918,2.030428953994991,2.030428953994991,0.8677708195016465,7.154939594045725,4.514264274889934,0.355272348839772,0.6198172828724909,1,1.2739099412118322,0,0.510340081556503,1,2228.283118021014,1,0.3381534615197905,1,0.973030303030303,1
1237,1.0986122886681096,1.0986122886681096,6.891625897052253,33.8882689599999,35.5288938799999,4.141766950355076,-1.1924218391670918,3.2803165301470054,4.865865512865672,1.663933770214046,6.273028226734328,6.273028226734328,0.7920089588492617,0.7129749740289745,1,1.4239491537573035,1,0.2086148294431693,0,55419.29289984885,1,0.20984256623253186,0,0.971969696969697,1
499,0.6931471805599453,1.0986122886681096,4.095027662189515,33.89872435,35.4817636699999,5.368162831559142,-0.0156274398299077,1.321771025537699,1.321771025537699,0.7628359628204767,3.7274548122468905,5.907876100543938,0.24622409323485456,0.5758742225690676,0,1.3175116794373456,0,0.4827020848498994,1,1992.489635837032,0,0.3034020314973076,0,0.9707575757575757,1
1503,1.0986122886681096,2.3978952727983707,6.692083742506628,33.89735031,35.53473521,5.152480489612228,-0.0156274398299077,3.2803165301470054,3.3430733766352057,1.2988081674444671,2.7908156867488594,6.0913971303012655,0.6366480255015735,0.6598649326139242,1,1.375493829623281,0,0.6464721600080048,1,1622.203765662532,0,0.14919024954196572,0,0.9636363636363636,1
1088,1.6094379124341005,0.6931471805599453,2.2315186445601856,33.87874251,35.5098849099999,6.140279675609468,-0.8150443270305894,-1.234711320421935,1.234711320421935,0.36342296482426767,3.2194008821582414,1.3865204909863564,-0.20108388960302218,0.5509829593001995,0,2.0722506227599973,1,0.3807856045256181,1,252.93375032042937,0,0.3507423824334651,1,0.9627272727272727,1
