fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,hdbscan_score,is_anomaly_hdbscan,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,2.1185925765273197,4.7118918055375705,1.433151154474292,9.90388184573618,9.90388184573618,0.4422914382244706,0.7345119539257053,1,3.7204405477801656,1,0.9867530467820025,1,26810.377540026566,1,0.8848640157862567,1,65.70990232073518,1,0.9992887624466572,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,2.1185925765273197,4.4633600878687005,1.4633464844662087,8.885696373339394,8.885696373339394,0.5033588219253996,0.7267332606346834,1,3.288500657842945,1,0.5884469987305617,1,20605.022551764738,1,0.8608023790681788,1,48.73055198167366,1,0.9950213371266005,1
10,2.6390573296152584,3.367295829986474,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-1.9423846596717498,4.939046922878445,0.2133712655359028,0.390859659396772,0.4987159946951818,-0.3148973825923642,0.6937574728775759,1,2.8335353246126287,1,0.6683404814178906,1,9775.534463097041,1,0.7805295405422618,1,65.56833715569766,1,0.9950213371266003,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,35.5295903399999,33.8886643499999,4.032087451640165,-1.1924218391670918,2.1185925765273197,3.9157917378587923,1.5461992827517541,3.873657180281966,3.873657180281966,0.5254331911044049,0.6773354116727404,1,2.0997612065257876,1,0.7917906086457307,1,7222.4762219391105,1,0.7338730075398008,1,37.58888960009971,1,0.994547178757705,1
1355,1.3862943611198906,1.9459101490553128,6.466144724237619,35.5283341,33.9008645899999,4.780471619459692,-0.4228999466420856,2.1185925765273197,3.4927470185424085,1.3526164861885424,3.322941055308622,4.664337463663974,0.4431764782167604,0.6594960273746323,1,1.7878209433539434,1,0.6457766174394605,1,4383.884167516402,1,0.660181670272602,1,22.075272077318832,1,0.9893314366998579,1
1750,1.0986122886681098,0.6931471805599453,4.959426206689514,35.5086712,33.88883598,5.715133645007413,-1.1924218391670918,2.1185925765273197,2.1908751641109925,0.8677708195016465,7.154939594045725,4.514264274889933,0.3706986937003766,0.6211908474921884,1,1.7980408464904185,1,0.7685312128919486,1,2964.1196843988478,1,0.6702024181054993,1,10.192444353041335,1,0.9869606448553817,1
1517,1.0986122886681098,1.0986122886681098,5.375278407684165,35.5291301899999,33.8892338,4.243104137227407,-1.1924218391670918,2.1185925765273197,3.2977828495606873,1.2668268875428923,4.892789260714372,4.892789260714372,0.49930251721601215,0.6460582623279516,1,1.7188754499018404,1,0.31253787546055656,0,4150.841148497702,1,0.6368245708715895,1,10.22998467711254,1,0.9798482693219537,1
1002,1.0986122886681098,0.6931471805599453,4.820386398819521,35.5139740899999,33.8947290899999,6.07251836443936,-1.1924218391670918,1.9835180793974398,1.9835180793974398,0.7938035110849037,6.954347552745531,4.387704787704005,0.3266384653544916,0.6065823207107475,1,1.6933236246615988,1,0.7676593905365956,1,2860.9075553626517,1,0.6588794487102481,1,3.7328980341961238,0,0.9781887150308203,1
529,0.6931471805599453,0.6931471805599453,3.167961406066651,35.52882155,33.8971046799999,5.4210132693519375,-8.152543360797848,1.732387328275803,1.732387328275803,0.5843854734643307,4.570402210259985,4.570402210259985,0.3195689149240735,0.5987110604681066,1,2.0163718577349816,1,2.1034107940380857,1,1940.6729296033507,1,0.7482156706757769,1,2.0356445960089964,0,0.9751066856330016,1
1356,0.6931471805599453,0.6931471805599453,0.9282193027394288,35.52780458,33.9012114,6.399216420106812,-1.9043027771337224,-1.9423846596717498,2.0955341854907514,0.14505202540468784,1.3391373849195853,1.3391373849195853,-0.30353476615803043,0.6331148115840126,1,1.5217513530181577,1,0.41302455860973003,1,331.8684380942389,0,0.5243800035042822,1,26.97828849864387,1,0.9663347558084401,1
1519,0.6931471805599453,1.0986122886681098,2.2144094020903204,35.47581326,33.9001166299999,5.130497009205208,-4.421873160666376,0.4072081111227632,0.4072081111227632,0.4316169365496553,2.0156423015938905,3.1947174628936,0.07937010983383186,0.5409080540651217,0,1.7882152328415315,1,0.5239679540011003,1,420.88230529966813,0,0.5910160952535825,1,5.990620441493952,1,0.9606448553816976,1
641,2.302585092994046,2.5649493574615367,2.123936781566387,35.5108998899999,33.8801302299999,4.503912304312226,2.5112792420117174,-1.724242576381826,1.724242576381826,0.47157596286518394,0.8280618778642834,0.9224140241456342,-0.3828321823075834,0.6040019892878661,1,1.5090719882730872,1,0.29517833535829097,0,312.8604010981089,0,0.5311217746164609,1,16.425755501458923,1,0.9580369843527738,1
28,0.6931471805599453,1.0986122886681098,4.063558840956468,35.52840983,33.89228148,5.277795022029536,-1.731581372624909,1.6164111706993705,1.6164111706993705,0.7699349489692491,3.6988106567448624,5.8624761882084,0.30626637903754583,0.5749989076968552,1,1.3567356881571009,0,0.5342923885175158,1,3234.0213721569503,1,0.5861330994362405,1,1.3382530055116408,0,0.9497392128971076,1
1310,0.6931471805599453,2.302585092994046,3.663330850267561,35.52513744,33.89626839,4.990468388872521,-0.4228999466420856,0.7177156365405781,0.7177156365405781,0.734065535498804,1.5909643736571493,5.28506925081656,0.14381728940331573,0.49432249726262095,0,1.6525425085616934,1,1.2142791417472307,1,2553.024518944093,1,0.4140243409785224,0,2.7424689538350524,0,0.94950213371266,1
1241,0.6931471805599453,0.6931471805599453,3.56953269648137,35.52937227,33.8881709899999,4.2566007634402405,-1.1924218391670918,1.7992327010437061,1.7992327010437061,0.8385876183502883,5.149747119504682,5.149747119504682,0.4226923785047538,0.6052019299474797,1,1.5147026983472762,1,0.16438164701563426,0,2552.7855525595533,1,0.5393792213612587,1,20.72766152004842,1,0.9480796586059744,1
87,1.791759469228055,2.3978952727983707,6.770751579156178,35.4807577099999,33.8945956399999,6.042958756005733,-0.0156274398299077,2.1185925765273197,2.6604150580501242,1.1204365034639918,2.823622722794993,3.7788284060657014,0.3505886209171588,0.6334878733612893,1,1.7159666212944975,1,0.15807138150890968,0,828.8019786895151,0,0.5235772980814234,1,45.54485819817625,1,0.9466571834992887,1
454,1.3862943611198906,1.0986122886681098,5.452715158697669,35.53156639,33.89331578,5.882468085706192,0.8457654036941855,1.9576139736849147,1.9576139736849147,0.9269434324594502,4.963275229069398,3.9333025594166022,0.3327878613471309,0.5772889998917778,1,1.391204378411215,0,0.25521503720566896,0,707.9780855614148,0,0.4934691619141301,1,5.552680442909992,1,0.944760550023708,1
1024,0.6931471805599453,0.6931471805599453,3.561756057784744,35.53474491,33.89670692,4.331689232834654,-0.0156274398299077,1.5918860045757597,1.5918860045757597,0.8222556758657255,5.138527801422274,5.138527801422274,0.36749774026010423,0.5949501652516058,1,1.4957029828937007,1,0.1655020728881144,0,2356.7687284239955,1,0.5016929675964732,1,14.69453250801514,1,0.9440493124703653,1
