fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,hdbscan_score,is_anomaly_hdbscan,fused_rank,is_anomaly_fused
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,33.89096948,35.49012638,4.935594204931416,-1.1924218391670918,3.2803165301470054,4.674507899770349,1.3973382018991465,9.949826710759112,9.949826710759112,0.6646244391140312,0.7299078702538822,1,1.7073147835664333,1,0.38701793584547217,1,47758.465307784885,1,-0.00017830547542274644,0,0.8927725724930008,1,0.9890151515151514,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,33.88447956,35.51629699,4.790037503398601,-0.4228999466420856,3.2803165301470054,4.686812461594567,1.433151154474292,9.90388184573618,9.90388184573618,0.6848206361264548,0.726390727468167,1,1.6836771119431073,1,0.40765776827727446,1,48273.88165685055,1,-0.0002996141853697232,0,0.8926659217908013,1,0.9872474747474748,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,33.8874534699999,35.52871152,5.607388376792881,0.4071381378692232,1.5207385542873046,1.5207385542873046,0.876176017356294,7.088046166153979,2.3626820553846595,0.2712026441009752,0.5636196880368994,0,1.410461672676028,0,2.108866529257295,1,2712.587952999031,1,0.09168870670425755,1,0.7472760408964638,1,0.984469696969697,1
529,0.6931471805599453,0.6931471805599453,3.1679614060666514,33.8971046799999,35.52882155,5.4210132693519375,-8.152543360797848,1.113986173675408,1.113986173675408,0.5843854734643307,4.570402210259986,4.570402210259986,0.20549408723520446,0.5584460529592368,0,2.0222481345573415,1,1.9999067200257996,1,1167.758225049991,0,0.31043466753122084,1,0.7812814303169681,1,0.9838383838383838,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,33.89748196,35.53365058,4.208911186702726,-1.1924218391670918,3.2803165301470054,4.433148803096777,1.4633464844662087,8.885696373339394,8.885696373339394,0.7793741384970434,0.7277226370342126,1,1.4199135402135148,1,0.1664907507072437,0,32876.12921309316,1,0.00015875381830321444,1,0.8679410654344835,1,0.979419191919192,1
499,0.6931471805599453,1.0986122886681096,4.095027662189515,33.89872435,35.4817636699999,5.368162831559142,-0.0156274398299077,1.321771025537699,1.321771025537699,0.7628359628204767,3.7274548122468905,5.907876100543938,0.24622409323485456,0.569080292475792,0,1.3674626379533699,0,0.4827020848498994,1,1992.489635837032,0,4.821735439364261e-05,0,0.6967400219462929,1,0.975378787878788,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,33.8885053099999,35.53012838,4.269440130803286,-1.1924218391670918,3.2803165301470054,4.180754186288713,1.393165100563557,8.581200581924957,8.581200581924957,0.7683247521097857,0.7101534014141434,1,1.345428936939592,0,0.1349339235433392,0,21654.74931184584,1,8.933914765618667e-05,0,0.8546072734731244,1,0.9700757575757577,1
34,1.791759469228055,2.3978952727983707,1.9518922207328608,33.9016950199999,35.4935423399999,6.521400854570621,0.8457654036941855,-1.945666585761657,2.8115897575781514,0.29930566518769475,0.8140022806146078,1.0893717902737223,-0.29835101830889715,0.6180643914778894,1,1.23286344964642,0,0.29840450300460064,0,12342.347371796375,1,0.0001599351603236432,1,0.5824060067658492,0,0.9686868686868687,1
1750,1.0986122886681096,0.6931471805599453,4.959426206689514,33.88883598,35.5086712,5.715133645007413,-1.1924218391670918,2.030428953994991,2.030428953994991,0.8677708195016465,7.154939594045725,4.514264274889934,0.355272348839772,0.6023854430391293,0,1.2081391226474059,0,0.510340081556503,1,2228.283118021014,1,1.5264983354246198e-05,0,0.7020989244103282,1,0.9676767676767678,1
1088,1.6094379124341005,0.6931471805599453,2.2315186445601856,33.87874251,35.5098849099999,6.140279675609468,-0.8150443270305894,-1.234711320421935,1.234711320421935,0.36342296482426767,3.2194008821582414,1.3865204909863564,-0.20108388960302218,0.5625764939894329,0,2.1845671260059416,1,0.3807856045256181,1,252.93375032042937,0,-8.016749285655322e-05,0,0.6243003619620457,0,0.9630050505050506,1
1519,0.6931471805599453,1.0986122886681096,2.2144094020903204,33.9001166299999,35.47581326,5.130497009205208,-4.421873160666376,-0.08020658531149971,0.08020658531149971,0.4316169365496553,2.015642301593891,3.1947174628936,-0.015633297352594097,0.538186516419266,0,1.8292944280348693,1,0.344572251138706,0,249.6621983833134,0,1.668079428673863e-05,0,0.6453709598958711,1,0.9589646464646465,1
54,2.4849066497880004,2.4849066497880004,1.8492419046414168,33.90067363,35.4873119399999,6.027595689943101,1.77209775307598,-1.945666585761657,2.858993042053763,0.30679594315306064,0.7441896880911743,0.7441896880911743,-0.32279314769037265,0.6353616272412691,1,1.2339676514465725,0,0.183106346374193,0,18687.526320516587,1,-0.039390216454744165,0,0.6048859663795897,0,0.9559343434343436,1
213,0.6931471805599453,0.6931471805599453,4.46763077196603,33.87216338,35.5159158299999,5.368793533702513,-1.1924218391670918,1.9496196641514683,1.9496196641514683,0.8321479945020331,6.4454287592383235,6.4454287592383235,0.36313925128853675,0.6312807501219412,1,1.411288294334642,0,0.08105800061070541,0,2820.099321571289,1,5.724218834601835e-05,0,0.7717670942346352,1,0.9525252525252527,1
1503,1.0986122886681096,2.3978952727983707,6.692083742506628,33.89735031,35.53473521,5.152480489612228,-0.0156274398299077,3.2803165301470054,3.3430733766352057,1.2988081674444671,2.7908156867488594,6.0913971303012655,0.6366480255015735,0.6639967104083441,1,1.1296453356199585,0,0.6464721600080048,1,1622.203765662532,0,-0.00023654674288220434,0,0.7708779598644947,1,0.9513888888888888,1
1510,2.19722457733622,2.19722457733622,6.641182169740591,33.8862673599999,35.52780327,5.0400698160457456,2.2605583165504184,2.8174973200271753,2.8174973200271753,1.3176766219780305,3.022532261036308,3.022532261036308,0.5590195022809586,0.63017358908113,1,1.2689005267078888,0,0.18829234804236392,0,258.3974879851051,0,-0.00017489860110964095,0,0.7147656013983448,1,0.9502525252525253,1
701,1.0986122886681096,0.6931471805599453,4.137084715898258,33.8905978299999,35.51683512,6.521400854570621,-1.1924218391670918,0.4718980686581209,0.4718980686581209,0.6343858947113671,5.9685516033639425,3.7657367922889398,0.07236145717486207,0.5454399361966787,0,1.1560257303754404,0,0.31167798624966586,0,1850.7240738048622,0,0.0001985452370296681,1,0.6485131517947973,1,0.9482323232323234,1
1151,1.0986122886681096,2.19722457733622,4.339066940233745,33.8824610799999,35.52814723,4.86112515929073,1.300626634375449,1.1792431277233293,1.1792431277233293,0.8926054767260596,1.9747944679802203,3.9495889359604424,0.24258645664975811,0.518468774093854,0,1.373736076813347,0,0.37348158652873065,1,278.1825382379378,0,-6.174621803056723e-05,0,0.5837238377527483,0,0.9477272727272726,1
113,2.079441541679836,3.4339872044851463,3.585766410996589,33.8957338499999,35.48657596,6.145346302276815,0.4071381378692232,-1.6437129445730045,1.6437129445730045,0.5834929773881227,1.0441991182475006,1.724389139643665,-0.2674727938381631,0.5541690735782928,0,1.3608936702881544,0,0.15314521677684675,0,2175.787322780297,1,-0.03119435861099662,0,0.5015409932732086,0,0.9449494949494949,1
1435,0.6931471805599453,0.6931471805599453,0.7385984434638626,33.8949979499999,35.52861046,5.0252772518119695,1.77209775307598,-1.7576661677004761,1.7576661677004761,0.1469766555064291,1.065572311593622,1.065572311593622,-0.3497650138739534,0.5939237066028931,0,1.3994767192312882,0,0.3072618844164457,0,122.25916117598534,0,-0.00029381740374812004,0,0.49954402510746027,0,0.9441919191919191,1
1295,1.791759469228055,2.9444389791664403,4.132763672126045,33.896124,35.52607245,6.521400854570621,-0.0156274398299077,-1.0103711466166665,1.0103711466166665,0.6337233002982076,1.4035827202966913,2.3065393224385007,-0.15493161195704336,0.4938250313975013,0,1.6004919823374748,1,0.3386607257114811,0,2341.1175749574872,1,-0.00033483581800841655,0,0.4462439499951821,0,0.9441919191919191,1
91,2.70805020110221,3.4339872044851463,2.305779983890565,33.8988567199999,35.48223799,5.757741173117037,1.77209775307598,-1.945666585761657,2.7426749135205277,0.40046607073209184,0.67145852520329,0.8514539290859836,-0.33792185637763605,0.6407935915102274,1,1.245341629627669,0,0.10102651443151768,0,13665.782220744732,1,-0.0003697943398983661,0,0.596787292632326,0,0.9440656565656567,1
1200,1.9459101490553128,2.5649493574615367,0.9317703027225414,33.8876309999999,35.5258832999999,5.282745321492547,-0.0156274398299077,-1.945666585761657,2.941328593928106,0.17637993997773985,0.3632704482105994,0.47883521403847495,-0.36830595975274905,0.6055810172225402,0,1.1445881811951728,0,0.1558708905629689,0,21921.395839011708,1,0.0001831000711136621,1,0.5617512215809807,0,0.9429292929292928,1
1310,0.6931471805599453,2.302585092994046,3.663330850267561,33.89626839,35.52513744,4.990468388872521,-0.4228999466420856,0.668912257398306,0.668912257398306,0.734065535498804,1.5909643736571493,5.28506925081656,0.13403797104292067,0.4865813301833174,0,1.211601766436713,0,1.1570784044742553,1,1706.0488728188932,0,8.983694763031735e-05,0,0.578343131591231,0,0.9412878787878788,1
