fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,hdbscan_score,is_anomaly_hdbscan,fused_rank,is_anomaly_fused
1731,0.6931471805599453,0.6931471805599453,6.823286122355687,35.5308217899999,33.90059403,5.723878169971074,-0.4228999466420856,3.302366304315946,4.008445926610623,1.1920739609994475,9.843921051289035,9.843921051289035,0.5769455963687352,0.7157635710704975,1,1.8696451191876473,1,987.6730498884616,1,1.852251966485316,1,0.8260808194533112,1,0.9987499999999999,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.302366304315946,4.700186616224821,1.3973382018991465,9.949826710759112,9.949826710759112,0.6690919405441346,0.6684671365207574,1,1.852524192382377,1,1149.079822185995,1,1.6242866224248425,1,0.8280570881570875,1,0.9981818181818181,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.302366304315946,4.687428081492829,1.433151154474292,9.90388184573618,9.90388184573618,0.68942389323108,0.6893276165376048,1,1.829661405095014,1,1158.7327109500009,1,1.3288948854905454,1,0.8193819737011164,1,0.9979545454545453,1
1402,0.6931471805599453,1.0986122886681098,6.888572459565364,35.5348207899999,33.8972030099999,4.2383937663788585,-0.4228999466420856,3.302366304315946,4.954400116953394,1.625279018247219,6.270248868157708,9.93810932621924,0.7791551437509254,0.6995238172290666,1,1.4442672145297029,1,1112.1921658778056,1,2.7504361908451367,1,0.8193819737011164,1,0.9961363636363636,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,3.302366304315946,4.470644949516924,1.4633464844662087,8.885696373339394,8.885696373339394,0.7846129694418736,0.6446830817784795,1,1.5880237458242452,1,1002.0030675024575,1,1.1224521400374372,1,0.7805869856793569,1,0.9954545454545454,1
10,2.70805020110221,3.49650756146648,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-2.034824342843683,4.926950383631272,0.2133712655359028,0.37641563132918776,0.4860102300396789,-0.32988360796928234,0.6214411076386354,1,2.3468911419703686,1,328.7659263425781,1,2.830341457295386,1,0.7854009723932344,1,0.9952272727272728,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,35.53012838,33.8885053099999,4.269440130803286,-1.1924218391670918,3.302366304315946,4.20750081194961,1.393165100563557,8.581200581924957,8.581200581924957,0.7734893108091465,0.6310184067309232,1,1.5062237185398888,1,902.2582463852145,1,1.1597416226609338,1,0.7805869856793569,1,0.9940909090909091,1
213,0.6931471805599453,0.6931471805599453,4.46763077196603,35.5159158299999,33.87216338,5.368793533702513,-1.1924218391670918,1.930485215261121,1.930485215261121,0.8321479945020331,6.4454287592383235,6.4454287592383235,0.35957523848561723,0.638509110222691,1,1.4885438123534214,1,274.84372943224383,1,1.437932292551178,1,0.7230330596553106,1,0.9919318181818182,1
1503,1.0986122886681098,2.3978952727983707,6.692083742506628,35.53473521,33.89735031,5.152480489612228,-0.0156274398299077,3.302366304315946,3.3799232412575346,1.2988081674444671,2.7908156867488594,6.091397130301264,0.6409274738591936,0.668951880734782,1,1.3785165737144327,1,464.047181592981,1,1.511652932283642,1,0.7466871121783005,1,0.9914772727272727,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,35.52871152,33.8874534699999,5.607388376792881,0.4071381378692232,1.544915367463036,1.544915367463036,0.876176017356294,7.088046166153979,2.3626820553846595,0.2755142436462807,0.6212712195361338,1,1.5389251250230478,1,256.6852335952181,1,1.9815650096333846,1,0.6865108379416828,1,0.9913636363636364,1
1516,1.6094379124341005,2.3978952727983707,6.627710633659567,35.4760073699999,33.89927499,4.739866625416941,-0.4228999466420856,3.302366304315946,3.3917388584930483,1.3982905337714144,2.7639700152229563,4.11802815284491,0.6967213563789793,0.6473597902858508,1,1.3435987932141638,1,502.5401441200204,1,1.1544270023749967,1,0.7267921568323451,1,0.9889772727272726,1
1510,2.19722457733622,2.19722457733622,6.641182169740591,35.52780327,33.8862673599999,5.0400698160457456,2.2605583165504184,2.8357880367808033,2.8357880367808033,1.3176766219780305,3.022532261036308,3.022532261036308,0.5626485624767911,0.6198020589742466,1,1.365393688638876,1,267.6313889582518,1,0.7925382213263048,1,0.7149416677674534,1,0.9862500000000001,1
1729,0.6931471805599453,0.6931471805599453,4.859789148277298,35.5165647299999,33.89609087,5.446970821768159,-0.0156274398299077,2.2463287155410745,2.2463287155410745,0.8922003269883033,7.011193703985658,7.011193703985658,0.412399623395061,0.587727597696958,1,1.383158840921945,1,344.00540869668606,1,0.7524687257524136,1,0.703513960788393,1,0.9862500000000001,1
560,2.079441541679836,2.70805020110221,0.7514160886839212,35.4784065899999,33.89475491,5.909456489396374,0.4071381378692232,-2.034824342843683,3.677778831455411,0.12715485595540363,0.27747494798216277,0.3613547549294915,-0.34433358575274525,0.585069861477375,1,1.4813432197748109,1,210.06815831776927,1,0.9007949576157488,1,0.6466449934217657,1,0.9856818181818181,1
