fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,2.1185925765273197,4.7118918055375705,1.433151154474292,9.90388184573618,9.90388184573618,0.4422914382244706,0.7101435667431201,1,3.292052244496473,1,857.2275120763037,1,23.21614747954815,1,1.0,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,2.1185925765273197,4.4633600878687005,1.4633464844662087,8.885696373339394,8.885696373339394,0.5033588219253996,0.6700655840814791,1,2.8328809370005783,1,716.0615540858247,1,18.96254534618442,1,0.9978662873399716,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,35.5295903399999,33.8886643499999,4.032087451640165,-1.1924218391670918,2.1185925765273197,3.9157917378587923,1.5461992827517541,3.873657180281966,3.873657180281966,0.5254331911044049,0.6903660923981423,1,1.6891398856836328,1,369.20318189182126,1,23.192859419846823,1,0.9967994310099575,1
10,2.6390573296152584,3.367295829986474,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-1.9423846596717498,4.939046922878445,0.2133712655359028,0.390859659396772,0.4987159946951818,-0.3148973825923642,0.604867810898089,1,2.597780947486454,1,302.40140410136246,1,14.029037191101294,1,0.9918207681365577,1
1355,1.3862943611198906,1.9459101490553128,6.466144724237619,35.5283341,33.9008645899999,4.780471619459692,-0.4228999466420856,2.1185925765273197,3.4927470185424085,1.3526164861885424,3.322941055308622,4.664337463663974,0.4431764782167604,0.631193131501974,1,1.545475123346513,1,301.9034790858535,1,16.08346056780551,1,0.9911095305832149,1
1750,1.0986122886681098,0.6931471805599453,4.959426206689514,35.5086712,33.88883598,5.715133645007413,-1.1924218391670918,2.1185925765273197,2.1908751641109925,0.8677708195016465,7.154939594045725,4.514264274889933,0.3706986937003766,0.6392538779544741,1,1.528532109816305,1,221.04406759676618,1,14.612258121301775,1,0.9896870554765291,1
87,1.791759469228055,2.3978952727983707,6.770751579156178,35.4807577099999,33.8945956399999,6.042958756005733,-0.0156274398299077,2.1185925765273197,2.6604150580501242,1.1204365034639918,2.823622722794993,3.7788284060657014,0.3505886209171588,0.607462680235216,1,1.4961308224448364,1,234.9629317866781,1,13.112057939396545,1,0.9864864864864865,1
529,0.6931471805599453,0.6931471805599453,3.167961406066651,35.52882155,33.8971046799999,5.4210132693519375,-8.152543360797848,1.732387328275803,1.732387328275803,0.5843854734643307,4.570402210259985,4.570402210259985,0.3195689149240735,0.6189995817658305,1,1.548602020517736,1,133.09754340542037,1,15.402540756345427,1,0.9861308677098151,1
1519,0.6931471805599453,1.0986122886681098,2.2144094020903204,35.47581326,33.9001166299999,5.130497009205208,-4.421873160666376,0.4072081111227632,0.4072081111227632,0.4316169365496553,2.0156423015938905,3.1947174628936,0.07937010983383186,0.5810286268456584,1,1.7332659295867778,1,170.89962518563007,1,11.873435267186682,1,0.9857752489331437,1
1517,1.0986122886681098,1.0986122886681098,5.375278407684165,35.5291301899999,33.8892338,4.243104137227407,-1.1924218391670918,2.1185925765273197,3.2977828495606873,1.2668268875428923,4.892789260714372,4.892789260714372,0.49930251721601215,0.6315827733106059,1,1.3944006748267723,1,284.596563011202,1,17.18879250495002,1,0.984352773826458,1
1002,1.0986122886681098,0.6931471805599453,4.820386398819521,35.5139740899999,33.8947290899999,6.07251836443936,-1.1924218391670918,1.9835180793974398,1.9835180793974398,0.7938035110849037,6.954347552745531,4.387704787704005,0.3266384653544916,0.6259702059309714,1,1.4395875068742794,1,191.00436274817275,1,12.428845249909255,1,0.9832859174964439,1
549,1.6094379124341005,2.302585092994046,6.155535147142134,35.4799185299999,33.89617692,5.894472122924939,0.4071381378692232,2.1185925765273197,2.1185925765273197,1.044289466261425,2.6733149475653497,3.8246490278289476,0.35942023854649047,0.5711312936552444,1,1.4248297873500089,1,190.0721258247553,1,10.154074761608767,1,0.9758179231863443,1
1310,0.6931471805599453,2.302585092994046,3.663330850267561,35.52513744,33.89626839,4.990468388872521,-0.4228999466420856,0.7177156365405781,0.7177156365405781,0.734065535498804,1.5909643736571493,5.28506925081656,0.14381728940331573,0.5558440964454806,1,1.5995895981067385,1,111.42688187038146,1,8.73593561859144,1,0.9758179231863442,1
29,0.6931471805599453,1.0986122886681098,2.9114807211064,35.47233568,33.8972848599999,5.190530959582707,-1.5553900411763233,0.49032685350199623,0.49032685350199623,0.5609215596202645,2.6501439599188363,4.200378797984026,0.09446564471342948,0.522512080387933,1,1.5822783868439279,1,143.62645944305467,1,8.57925136690474,1,0.9708392603129445,1
1159,2.4849066497880004,2.3978952727983707,5.971289900621244,35.52352312,33.88286884,5.272083664404303,0.8457654036941855,1.9279003710053537,1.9279003710053537,1.1326242678844027,2.4902213071435275,2.4030238323563116,0.36568091360575716,0.6070680474513335,1,1.7782494566635771,1,93.02166942422816,0,12.533529197011134,1,0.9701280227596016,1
54,2.4849066497880004,2.4849066497880004,1.8492419046414168,35.4873119399999,33.90067363,6.027595689943101,1.77209775307598,-1.9423846596717498,2.775021404062139,0.30679594315306064,0.7441896880911743,0.7441896880911743,-0.3222486642414607,0.5511021415556342,1,1.4541825593307938,1,127.53538418991647,1,7.514899129590876,1,0.9683499288762447,1
522,1.0986122886681098,1.6094379124341005,4.879227359623526,35.4877564,33.8911034699999,5.478902590938965,-1.1924218391670918,1.8692947473826766,1.8692947473826766,0.890548294779472,3.0316344121931507,4.441264138360223,0.3411805040071574,0.5879007899332561,1,1.2968253278032782,0,156.698532465078,1,10.010963324424136,1,0.9640825035561877,1
114,1.791759469228055,1.791759469228055,5.428064106400685,35.4867793499999,33.89544672,5.557444741100576,-0.0156274398299077,1.8368106532461956,1.8368106532461956,0.9767194024003433,3.0294602593836224,3.0294602593836224,0.3305135253369052,0.53638088415355,1,1.309168854772007,0,139.87794476459865,1,8.635231207510252,1,0.9594594594594594,1
284,0.6931471805599453,2.19722457733622,3.5310846424965776,35.52501274,33.8901357,5.421599217242729,-0.4228999466420856,0.3324133036799348,0.3324133036799348,0.6512994599944602,1.6070658770699933,5.094278302688991,0.06131277697966593,0.528742662980088,1,1.5944931399335502,1,97.3973213514683,0,7.230904790785891,1,0.9523470839260313,1
1702,1.0986122886681098,0.6931471805599453,4.156050951658079,35.5153506699999,33.89265601,6.066488641810048,-0.4228999466420856,1.139912847936861,1.139912847936861,0.6850834472869045,5.995914097638968,3.783000604058981,0.18790323616212146,0.6054610071117492,1,1.2735892430535585,0,103.0401002900295,1,11.687671745935477,1,0.9491465149359887,1
28,0.6931471805599453,1.0986122886681098,4.063558840956468,35.52840983,33.89228148,5.277795022029536,-1.731581372624909,1.6164111706993705,1.6164111706993705,0.7699349489692491,3.6988106567448624,5.8624761882084,0.30626637903754583,0.5370156453221296,1,1.2730240726205344,0,136.78913900052828,1,7.5522854377452795,1,0.9455903271692746,1
455,0.6931471805599453,0.6931471805599453,3.6874284018466215,35.53202504,33.89360389,5.551554312927266,0.8457654036941855,0.8984387234806168,0.8984387234806168,0.6642154960566865,5.3198346689772364,5.3198346689772364,0.16183552800492754,0.587374705746363,1,1.2834642318392055,0,95.78699262779492,0,11.374908327350061,1,0.9452347083926032,1
1049,2.302585092994046,3.091042453358316,2.0409605548615546,35.50895209,33.8812960699999,5.421599851726236,1.77209775307598,-1.9423846596717498,2.5547339269678395,0.37644986916762463,0.6602822787646019,0.8863779067585722,-0.35826780153339705,0.5430782654547318,1,1.4374826854844385,1,70.53685082260922,0,8.800050170070666,1,0.9413229018492176,1
544,2.3978952727983707,2.3978952727983707,5.408018946138575,35.4807235,33.89665327,5.416752944705573,1.77209775307598,1.1396719024273319,1.1396719024273319,0.9983875951781159,2.255319073975802,2.255319073975802,0.21039761533545048,0.5276708291889228,1,1.287684628717062,0,104.09197682823165,1,7.63766824377316,1,0.9395448079658606,1
1373,0.6931471805599453,1.9459101490553128,3.026552415893877,35.5340508,33.89739233,4.323044159080657,-0.4228999466420856,0.6298601291664387,0.6298601291664387,0.7000975017885328,1.555340269623028,4.366392161400608,0.14569828713023958,0.5605599346090797,1,1.449586658076965,1,62.36043700389815,0,7.9793698460429425,1,0.9374110953058321,1
53,0.6931471805599453,0.6931471805599453,3.54214702423921,35.4875081799999,33.89984254,5.136134634482512,-0.0156274398299077,1.1003681124343223,1.1003681124343223,0.689652292301348,5.110237945969508,5.110237945969508,0.21424051173557082,0.5439814868727041,1,1.2360404176932103,0,128.93643244665657,1,7.047145174182461,1,0.9331436699857754,1
34,1.791759469228055,2.3978952727983707,1.9518922207328608,35.4935423399999,33.9016950199999,6.399216420106812,0.8457654036941855,-1.9423846596717498,2.6971489255858923,0.305020504479247,0.8140022806146078,1.0893717902737223,-0.30353476615803043,0.5249889977863507,1,1.3503513150519348,1,108.6281569342025,1,5.531715406723608,0,0.9288762446657184,1
547,1.3862943611198906,1.9459101490553128,5.152516727892188,35.4804172999999,33.8960748499999,5.888443846092092,-0.0156274398299077,1.4946739513682026,1.4946739513682026,0.8750217990635493,2.647869805496208,3.716755165713744,0.253831740683093,0.4999742743387863,0,1.3078292916981977,0,130.8481876019035,1,6.366285963718476,0,0.928520625889047,1
1431,1.0986122886681098,0.6931471805599453,3.907974822581577,35.52817186,33.89528138,5.272259280317715,0.4502809745579276,1.1331896239185961,1.1331896239185961,0.7412334285551442,5.638015896457368,3.5571919801838066,0.21493435046887685,0.5842896007166664,1,1.2264314212005305,0,91.07670922417367,0,10.551367749881107,1,0.9263869132290186,1
1241,0.6931471805599453,0.6931471805599453,3.56953269648137,35.52937227,33.8881709899999,4.2566007634402405,-1.1924218391670918,1.7992327010437061,1.7992327010437061,0.8385876183502883,5.149747119504682,5.149747119504682,0.4226923785047538,0.5053384540753098,0,1.2723038076504278,0,126.98299242952778,1,6.730243831503673,0,0.9263869132290186,1
1560,1.6094379124341005,2.19722457733622,1.9255616585171844,35.47434158,33.8970768599999,5.595595457299626,-1.1924218391670918,-1.640572797956298,1.640572797956298,0.3441209560646902,0.8763608774354859,1.1964187270852722,-0.2931900296359202,0.51606855303433,1,1.2915225649874362,0,122.08506402627502,1,5.759806848721645,0,0.9242532005689901,1
718,0.6931471805599453,1.6094379124341005,3.1938451551429545,35.52049654,33.8861022199999,5.769496382037892,-0.8150443270305894,0.12278530812646693,0.12278530812646693,0.5535743405761232,1.9844475704642808,4.6077445666919825,0.021281806937037528,0.5269828910452136,1,1.5068009692850128,1,67.92328392577957,0,6.1657957881710095,0,0.9196301564722618,1
454,1.3862943611198906,1.0986122886681098,5.452715158697669,35.53156639,33.89331578,5.882468085706192,0.8457654036941855,1.9576139736849147,1.9576139736849147,0.9269434324594502,4.963275229069398,3.9333025594166022,0.3327878613471309,0.545720899300699,1,1.1678667718008955,0,121.52020629747697,1,9.428876133224929,1,0.9182076813655762,1
1505,0.6931471805599453,1.791759469228055,2.920469789053444,35.53446625,33.89719842,4.2179307777985455,-0.0156274398299077,0.5421611190686106,0.5421611190686106,0.6923939587689767,1.6299452237926066,4.213347281733441,0.1285372253907826,0.530231710659461,1,1.4269708971381616,1,49.46480378186175,0,7.1613856086146495,1,0.9178520625889048,1
627,0.6931471805599453,0.6931471805599453,1.4126928349744217,35.48828016,33.8885313299999,5.654995703380013,-1.1924218391670918,-1.1494271619595675,1.1494271619595675,0.24981324638850735,2.038084947316969,2.038084947316969,-0.2032587153466006,0.5126234812704183,1,1.4722191027713856,1,55.588959841066604,0,6.890772181521194,1,0.9178520625889046,1
1356,0.6931471805599453,0.6931471805599453,0.9282193027394288,35.52780458,33.9012114,6.399216420106812,-1.9043027771337224,-1.9423846596717498,2.0955341854907514,0.14505202540468784,1.3391373849195853,1.3391373849195853,-0.30353476615803043,0.5402042171478688,1,1.4472270952346813,1,41.660023284181214,0,7.834324686487676,1,0.9171408250355619,1
943,1.3862943611198906,1.3862943611198906,5.1298987149230735,35.51392597,33.89283419,5.529290482993562,-1.1924218391670918,2.0427913058052334,2.0427913058052334,0.9277679895279697,3.700439718141092,3.700439718141092,0.36944908430624984,0.5135133056351413,1,1.1883899431936977,0,110.86094805387133,1,7.267813112023166,1,0.9107396870554766,1
1746,0.6931471805599453,0.6931471805599453,2.679719311334148,35.52984721,33.9007689099999,5.543091136295888,-1.1924218391670918,0.16750551925481183,0.16750551925481183,0.4834341066102049,3.8660177614361637,3.8660177614361637,0.030218792211081275,0.547085094227963,1,1.3774817488703468,1,33.50351720693719,0,8.211589586067845,1,0.9103840682788051,1
1385,0.6931471805599453,2.079441541679836,2.5644107509006,35.5338886199999,33.89653305,4.733438412101407,-0.0156274398299077,-0.2637136257425423,0.2637136257425423,0.5417648921647491,1.2332208910422127,3.6996626731266384,-0.05571290947154562,0.5288663105502474,1,1.510237693804825,1,43.74278671256403,0,6.563062623675856,0,0.9082503556187768,1
72,1.0986122886681098,1.0986122886681098,1.956850089093648,35.4839076399999,33.90154966,4.1066311958181485,-0.8150443270305894,-0.0709300347103563,0.0709300347103563,0.47650981931037323,1.78120171172126,1.78120171172126,-0.017272073222106128,0.4841059616352751,0,1.3521598769228749,1,95.51424388307588,0,6.16345790284179,0,0.9068278805120912,1
1369,0.6931471805599453,1.6094379124341005,2.817323053579946,35.53418354,33.8974352899999,4.214703572121679,-0.4228999466420856,0.6261503610488797,0.6261503610488797,0.6684510560161903,1.7505012351293812,4.064537997981939,0.14856332131886466,0.5301803629968264,1,1.4142563672021515,1,44.156947846376276,0,6.7981062936343974,1,0.9068278805120911,1
546,1.3862943611198906,1.3862943611198906,5.205297062974815,35.48019456,33.8961321999999,6.004289353808022,-0.0156274398299077,1.6396336569319403,1.6396336569319403,0.8669297490923764,3.754828129553826,3.754828129553826,0.2730770554706956,0.504750781067606,0,1.2981621461835073,0,142.34373218051994,1,4.716745514667983,0,0.9061166429587482,1
580,1.6094379124341005,1.6094379124341005,4.235583673914825,35.4825183199999,33.8957656799999,5.108935397100859,-0.4228999466420856,1.1183538178739756,1.1183538178739756,0.8290540679606891,2.631716104853628,2.631716104853628,0.21890153837306342,0.4920972035622258,0,1.2625840909545205,0,103.80660031766273,1,6.2952930079468565,0,0.9046941678520626,1
38,2.5649493574615367,2.5649493574615367,5.522152678540647,35.49161378,33.8997987999999,5.680913493613732,1.77209775307598,0.9737330980996877,0.9737330980996877,0.9720536467855815,2.1529285412503336,2.1529285412503336,0.17140431713919274,0.5309001911110515,1,1.2551652105374145,0,72.8487376204109,0,6.674649132388181,0,0.9039829302987198,1
