Longitude,Latitude,log_kwh,log_apartments,log_kwh_per_apartment,log_age,recon_error,anomaly
0.69970791222722,1.066872524259345,-0.0987460563319688,-1.870765664154808,1.5797955278150508,5.569989820304536,3.043596711927764,1
-1.57931376444293,1.2141866801487442,2.1768680306419803,3.552368781345629,-0.7721683659860251,-1.7944977655384604,1.237257618266555,1
0.6812502839279319,-2.194566065378056,-1.930400794456842,3.251675195167904,-2.28878653896105,-5.580442547949541,0.7104792030491187,1
-1.86298324292124,1.0934340930776287,1.5228587955234014,2.974207644283538,-0.950110907544007,-1.7944977655384604,0.6264638107700503,1
-1.7861802201648382,0.6451826171678073,1.226938079737341,2.868221696794839,-1.1588285190088137,-0.610001274625296,0.5741864491781845,1
-2.513226866906198,0.8042943811604657,2.108369081480556,2.6543216550163877,0.1239358048581288,-0.1941238353459712,0.4643539155864435,1
-0.2386361662444071,0.8091846253236616,0.9002950734558162,-0.2711507975535204,1.364477454427608,-1.7944977655384604,0.46276225920542147,1
-2.276073935113348,1.5774157099622763,-0.9919215718553914,-1.1038201376647487,-0.3189340353866317,2.591182055073088,0.4403072748904578,1
-0.20357964036469,0.8708220424835521,0.0034134534210781,2.6543216550163877,-1.8677698600736,-0.1941238353459712,0.4268359608357358,1
-1.6718769823655035,0.834508801336859,0.2679127712139368,2.7465596578618108,-1.7806100858931029,-0.1941238353459712,0.4244240557151792,1
-0.204531180252515,0.5734697714786424,-0.3408432870002672,-0.6196852677574609,0.0270996336802835,-0.8517387890647424,0.41244751607978786,1
-1.8455428360243964,1.2622212517598124,1.680271975148392,2.568920131675246,-0.3682500756494337,-1.7944977655384604,0.37502264373042,1
-1.2256597903318691,1.3672725106912311,1.7158355365294224,1.9738417291228492,0.3045237703091214,0.4569487024572984,0.3381381456461896,1
-2.23656510076864,1.147225083814008,0.6892331402160596,2.604118488864206,-1.428147265558915,-1.1233923097684542,0.3337220343999638,1
-2.352156706734171,1.4380412087218255,2.634077000086092,-0.2711507975535204,4.132219403967515,-1.1233923097684542,0.3190098891215121,1
0.358181440295016,1.0022128175517049,1.3614603041303228,2.163984359941991,-0.3679245985261111,-0.1941238353459712,0.31709145628284413,1
-0.5541656702359872,-0.9620380797873626,-1.463022691738814,-0.0013009267169237,-1.4962610893640094,-0.1941238353459712,0.3005943274903866,1
-2.312504158990176,0.9263216523261196,2.0589951155696764,2.3897493484596004,0.3492746175711293,-1.1233923097684542,0.27721844141212204,1
-2.130489455060275,0.6685727312793286,-2.5920787027655816,1.1971210307216944,-2.223708498286288,-0.1941238353459712,0.27030507885161925,1
-2.3854089557998246,1.379015876918486,1.6909804629559697,0.217549145149738,2.082441622705096,-1.1233923097684542,0.26957183447377703,1
-0.2049370583285727,0.0896746110436637,0.0864410419345639,-1.1038201376647487,1.0255459015675348,-0.1941238353459712,0.2620454329472068,1
-0.0653077022447955,-0.0372123932308366,-0.3187634374630171,-0.0013009267169237,-0.4608116172052575,-0.610001274625296,0.25327704393416295,1
-0.0457840124433792,0.6280370990704559,-2.525993929350424,-0.2711507975535204,-1.986843605027969,-0.1941238353459712,0.2514054911525094,1
-2.258542023200765,0.6384718800300672,-1.0704060319426485,0.5580409326192849,-1.507891726543037,-1.1233923097684542,0.24832786747329982,1
-0.049211801560876,-2.1800546684001345,1.489080255035231,2.1921066772651447,-0.2323972697741533,0.187518344191958,0.2393734493522859,1
-1.4952560219408133,0.0519205700556628,-0.1043318371237947,0.4008458824096576,-0.5437255492894872,-1.1233923097684542,0.23405914380718132,1
-0.4812457161537337,-0.9165257554261644,-1.26147171824134,-0.6196852677574609,-0.9672411641660016,-0.1941238353459712,0.22706104198645113,1
-1.606802881658147,-0.0390023751498272,1.2526327139775646,0.4008458824096576,1.2296537675658414,-1.7944977655384604,0.22652665153645857,1
-0.1111118571210351,-0.2972309977903939,0.0847615675932251,-0.6196852677574609,0.5643861710806326,-0.1941238353459712,0.21788178126894467,1
-2.484243916274456,0.7175497554913961,0.9028360745601264,0.4008458824096576,0.7248501063229991,-1.1233923097684542,0.21687687148505966,1
0.4523361718354767,-0.8861926811451077,0.6578065266062108,1.024536451464705,-0.1806422874479711,1.3667002112744675,0.21444086488540318,1
-0.0934261269607617,0.0662251698798108,-1.258420661874155,-1.1038201376647487,-0.6101033943119248,0.1554360826886008,0.21194054869237475,1
-0.0567797716054885,-1.1272062882833374,0.4322120389231798,0.4008458824096576,0.0939997528577674,-5.580442547949541,0.21176441615329514,1
-0.5208073202625011,-1.0976207348609368,-1.236356048776385,-1.1038201376647487,-0.5866875884055548,0.4569487024572984,0.20844733268896956,1
-1.4081123710241714,0.3165175279901853,1.361225434625945,2.1921066772651447,-0.3956991549030961,-0.610001274625296,0.20345303098672007,1
-0.0363230674715197,0.0145140160889777,-0.5202136133502575,-1.870765664154808,1.011900221242665,0.4569487024572984,0.20109266533840317,1
-0.2767583908414444,0.0806348633408254,0.3359831072453381,2.1349489700494293,-1.3942122957982062,-0.0475631453220653,0.19908935132807928,1
-2.00619196084816,1.0666335209924471,1.0730305066833392,0.217549145149738,1.144427924042032,1.3667002112744675,0.1989637393274372,1
-0.199203118261924,-0.278125991909731,-0.6563150613625961,-0.2711507975535204,-0.6157191811898457,-0.1941238353459712,0.19843824782911812,1
0.0695712523465015,0.4028349988827079,-1.337489525348888,-0.6196852677574609,-1.037760206826727,-0.1941238353459712,0.19779578243991613,1
-2.263505187889023,1.5435264026636897,0.9221636752465272,0.4008458824096576,0.7519984548118859,-1.1233923097684542,0.19394373814034846,1
-0.4067409850197267,-0.978934424265162,0.0112417497917178,-0.6196852677574609,0.468507030268324,0.1554360826886008,0.18914197012710102,1
-0.4402059972815565,-1.1529067673146285,-2.594415720876561,0.217549145149738,-2.108501766102494,0.1554360826886008,0.18811508445566036,1
-0.1861897577094626,-0.3549663899726228,-0.9787856253122466,-0.6196852677574609,-0.6888092935769953,-0.1941238353459712,0.1840638610082486,1
-0.0796846559459646,0.0197331016269568,-0.5999827700119988,-1.1038201376647487,0.1406824499242449,0.1554360826886008,0.18179081067560557,1
-1.576206523570577,-0.386360570959342,-1.8236622565943603,-1.870765664154808,-0.5800783928690384,0.9585689762893362,0.17836987239279023,1
-0.2467531663834549,-0.172998455339428,2.3586746714992346,1.9004767349981384,1.3672642864975737,-2.765467602881764,0.17598231378389007,1
0.0924761366869776,-0.9477877218392192,1.683040497430572,2.0739020964626085,0.1522563878975156,-1.1233923097684542,0.17542416657599172,1
-0.4888058268719878,-1.0221024825346896,1.1751204150072545,1.7782025887792474,-0.2297493380115334,0.4569487024572984,0.17479406245441054,1
-2.029158035659166,0.7073166865092307,0.2904360233003244,0.5580409326192849,-0.2196674344715197,-1.7944977655384604,0.17145796394799692,1
-1.5590282813509022,0.116509084300746,-1.3895999321407857,-1.870765664154808,-0.0784563308439899,0.7220402717853024,0.1707791998359061,1
0.5679676358137097,-0.8968393444336147,1.103300535493078,1.585597411172715,-0.1370917585640882,0.4569487024572984,0.16968897273239555,1
-0.0915634665791225,0.0122816238656632,-1.5170517470058222,-1.1038201376647487,-0.8748981490518253,0.1554360826886008,0.16735245580715932,1
-1.6206931184960345,-0.3526407695238716,0.4525700690661968,0.4008458824096576,0.1200061863469279,-0.610001274625296,0.16579896473485012,1
0.438252820117309,-0.2507880862372175,1.251636699258167,2.008432420885884,-0.3546984945648824,-1.1233923097684542,0.163518567006186,1
-2.422485328591141,0.3468980639133481,1.2550970785520137,2.3897493484596004,-0.7107790991907814,-4.547564507366256,0.16295619606222697,1
-0.0216171448183377,0.3214077721533812,1.4592900378767568,0.217549145149738,1.72233814903454,-1.1233923097684542,0.161596106986571,1
-2.244702310604494,0.5726256322782025,0.2458652852251859,0.5580409326192849,-0.2729452890765034,-1.1233923097684542,0.16156645048532625,1
-0.1894289229911671,0.4346275186491962,-1.0233544459210542,-1.1038201376647487,-0.3542079720039847,0.1554360826886008,0.16135743751334405,1
-1.7940709839766389,0.6471048136604625,1.8603158504253128,2.163984359941991,0.3082671501817659,-1.7944977655384604,0.16034757838300692,1
-0.0033964190752111,-1.0731593436923033,2.804273542566444,-1.870765664154808,6.128847789053749,0.4569487024572984,0.1583997517523657,1
-0.0578626745217547,-2.267095929330863,1.2761895071255471,2.008432420885884,-0.3238468030826768,0.1554360826886008,0.15649210075147446,1
0.0329815964180681,0.3650894331885854,1.5124219598500352,0.217549145149738,1.80407336385555,-1.1233923097684542,0.15440504831249532,1
-1.469090078480692,0.1547716428793008,1.6145604330083607,2.0739020964626085,0.0571070644337721,-0.610001274625296,0.1537806972374436,1
-0.0412733204092174,-0.0947104772037388,-0.1374064773558761,-0.2711507975535204,-0.0267903358475488,-0.1941238353459712,0.15236335122459008,1
