fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,2.1185925765273197,4.7118918055375705,1.433151154474292,9.90388184573618,9.90388184573618,0.4422914382244706,0.724242363784488,1,3.7204405477801656,1,0.9867530467820025,1,26810.377540026566,1,0.9985775248933144,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,35.5295903399999,33.8886643499999,4.032087451640165,-1.1924218391670918,2.1185925765273197,3.9157917378587923,1.5461992827517541,3.873657180281966,3.873657180281966,0.5254331911044049,0.6669976297463595,1,2.0997612065257876,1,0.7917906086457307,1,7222.4762219391105,1,0.9946657183499289,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,2.1185925765273197,4.4633600878687005,1.4633464844662087,8.885696373339394,8.885696373339394,0.5033588219253996,0.7269934355893071,1,3.288500657842945,1,0.5884469987305617,1,20605.022551764738,1,0.9939544807965861,1
10,2.6390573296152584,3.367295829986474,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-1.9423846596717498,4.939046922878445,0.2133712655359028,0.390859659396772,0.4987159946951818,-0.3148973825923642,0.6894481104056926,1,2.8335353246126287,1,0.6683404814178906,1,9775.534463097041,1,0.9935988620199148,1
1750,1.0986122886681098,0.6931471805599453,4.959426206689514,35.5086712,33.88883598,5.715133645007413,-1.1924218391670918,2.1185925765273197,2.1908751641109925,0.8677708195016465,7.154939594045725,4.514264274889933,0.3706986937003766,0.6199410984699089,1,1.7980408464904185,1,0.7685312128919486,1,2964.1196843988478,1,0.9896870554765292,1
1355,1.3862943611198906,1.9459101490553128,6.466144724237619,35.5283341,33.9008645899999,4.780471619459692,-0.4228999466420856,2.1185925765273197,3.4927470185424085,1.3526164861885424,3.322941055308622,4.664337463663974,0.4431764782167604,0.6529418144236931,1,1.7878209433539434,1,0.6457766174394605,1,4383.884167516402,1,0.9896870554765292,1
529,0.6931471805599453,0.6931471805599453,3.167961406066651,35.52882155,33.8971046799999,5.4210132693519375,-8.152543360797848,1.732387328275803,1.732387328275803,0.5843854734643307,4.570402210259985,4.570402210259985,0.3195689149240735,0.6009766614130354,1,2.0163718577349816,1,2.1034107940380857,1,1940.6729296033507,1,0.9882645803698435,1
1002,1.0986122886681098,0.6931471805599453,4.820386398819521,35.5139740899999,33.8947290899999,6.07251836443936,-1.1924218391670918,1.9835180793974398,1.9835180793974398,0.7938035110849037,6.954347552745531,4.387704787704005,0.3266384653544916,0.6064763968104009,1,1.6933236246615988,1,0.7676593905365956,1,2860.9075553626517,1,0.9854196301564723,1
1517,1.0986122886681098,1.0986122886681098,5.375278407684165,35.5291301899999,33.8892338,4.243104137227407,-1.1924218391670918,2.1185925765273197,3.2977828495606873,1.2668268875428923,4.892789260714372,4.892789260714372,0.49930251721601215,0.650521728320071,1,1.7188754499018404,1,0.31253787546055656,0,4150.841148497702,1,0.9790184921763869,1
1702,1.0986122886681098,0.6931471805599453,4.156050951658079,35.5153506699999,33.89265601,6.066488641810048,-0.4228999466420856,1.139912847936861,1.139912847936861,0.6850834472869045,5.995914097638968,3.783000604058981,0.18790323616212146,0.5522940905662135,0,1.5554317674924392,1,0.6982892410729963,1,1731.8083628213049,1,0.969416785206259,1
