fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,fused_rank,is_anomaly_fused
1049,2.302585092994046,3.091042453358316,2.0409605548615546,35.50895209,33.8812960699999,5.421599851726236,1.77209775307598,-1.9423846596717498,2.5547339269678395,0.37644986916762463,0.6602822787646019,0.8863779067585722,-0.35826780153339705,0.637832749669404,1,1.3095725467890533,1,0.0032781331093306772,0,36.63804151870765,1,1.5708167054206967e-05,1,0.8893314366998579,1
547,1.3862943611198906,1.9459101490553128,5.152516727892188,35.4804172999999,33.8960748499999,5.888443846092092,-0.0156274398299077,1.4946739513682026,1.4946739513682026,0.8750217990635493,2.647869805496208,3.716755165713744,0.253831740683093,0.5301181724426395,0,1.2505167913387345,0,0.005891175856640097,0,36.62137881907071,1,-0.11958606698125118,0,0.8884779516358463,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,35.5295903399999,33.8886643499999,4.032087451640165,-1.1924218391670918,2.1185925765273197,3.9157917378587923,1.5461992827517541,3.873657180281966,3.873657180281966,0.5254331911044049,0.6193695261685546,1,1.4171051365239806,1,0.0023167781273906295,0,75.69865802428144,1,0.543222403748076,1,0.8876244665718349,1
381,1.0986122886681098,0.6931471805599453,2.19789102187938,35.5244350999999,33.89248441,5.050832207201016,1.5814919086455363,-0.6382951844809024,0.6382951844809024,0.4351542343350522,3.170886477679758,2.000606623965556,-0.12637426037849353,0.4663615491509324,0,1.3675868230560397,1,0.047656837198921255,1,14.798214836318046,0,-0.00017234824135137217,0,0.8833570412517782,1
1553,2.4849066497880004,3.367295829986474,5.833570201834992,35.4751643199999,33.8962755,6.374983575555076,1.300626634375449,0.4643232051829642,0.4643232051829642,0.9150721931588753,1.7324198693461468,2.3476013484581735,0.07283520022912925,0.5551628600814981,1,1.238867419810146,0,0.004414734869482564,0,32.532683958044686,0,-0.0004658025782640074,0,0.8816500711237554,1
71,1.6094379124341005,1.6094379124341005,2.348609531305325,35.4837494,33.90178117,4.648576686660376,-0.4228999466420856,-0.4985617811182306,0.4985617811182306,0.5052319644515986,1.4592731494396745,1.4592731494396745,-0.1072504154979116,0.4862735134313731,0,1.1207241377039494,0,0.04289039954582486,1,26.72453257268859,0,-0.09201361026741584,0,0.8779516358463727,1
1262,1.6094379124341005,1.6094379124341005,0.8346467428336448,35.5298100799999,33.88869983,4.299117206413899,-1.1924218391670918,-1.6682376865666526,1.6682376865666526,0.19414375155634891,0.5185951793389358,0.5185951793389358,-0.3880419180193066,0.5143683394682771,0,1.1468390795998193,0,0.010795876448052561,0,18.677724721842097,0,0.06613033750336861,1,0.8773826458036984,1
592,1.6094379124341005,1.6094379124341005,1.432462041964898,35.4845005099999,33.89739406,4.666727158263668,-0.0156274398299077,-1.483601947975675,1.483601947975675,0.30695217298666094,0.8900387091033877,0.8900387091033877,-0.3179105822264684,0.5139242101632933,0,1.3162662284214335,1,0.05604807105611647,1,23.281498210471028,0,-0.34596498540203635,0,0.8739687055476528,1
1435,0.6931471805599453,0.6931471805599453,0.7385984434638627,35.52861046,33.8949979499999,5.0252772518119695,1.77209775307598,-1.9423846596717498,1.9423846596717498,0.14697665550642913,1.0655723115936222,1.0655723115936222,-0.3865228846769364,0.608991361018126,1,1.5877623154470117,1,0.002740797711880436,0,29.76399981692681,0,-0.00012921285378908465,0,0.8719772403982932,1
1502,2.5649493574615367,3.044522437723423,4.607048420999864,35.5323817299999,33.89476088,4.7326106445834055,1.300626634375449,0.5125826194414511,0.5125826194414511,0.9734687188502924,1.513225313735851,1.7961557048281607,0.10830863934013145,0.49603705810415416,0,1.572455561093101,1,0.02197471142776395,1,6.1042597175575315,0,-6.201807500438861e-06,0,0.8699857752489331,1
1517,1.0986122886681098,1.0986122886681098,5.375278407684165,35.5291301899999,33.8892338,4.243104137227407,-1.1924218391670918,2.1185925765273197,3.2977828495606873,1.2668268875428923,4.892789260714372,4.892789260714372,0.49930251721601215,0.6206617540010594,1,1.16559666275258,0,0.0032759055198033284,0,99.97306488050307,1,-0.00021159797842829065,0,0.8697012802275961,0
54,2.4849066497880004,2.4849066497880004,1.8492419046414168,35.4873119399999,33.90067363,6.027595689943101,1.77209775307598,-1.9423846596717498,2.775021404062139,0.30679594315306064,0.7441896880911743,0.7441896880911743,-0.3222486642414607,0.6196370861851916,1,1.0913265719156082,0,0.004805825951469862,0,43.55394511437351,1,0.05605816223853788,1,0.869416785206259,0
933,0.6931471805599453,0.6931471805599453,2.216482393940634,35.51361045,33.89482144,5.835966407918302,-0.8150443270305894,-0.507542060764341,0.507542060764341,0.37979697603010304,3.1977081579558506,3.1977081579558506,-0.08696795445493012,0.5144301938806335,0,1.2616763988375717,0,0.004691720096532121,0,21.574591397625255,0,0.05939831300417042,1,0.8668563300142249,0
580,1.6094379124341005,1.6094379124341005,4.235583673914825,35.4825183199999,33.8957656799999,5.108935397100859,-0.4228999466420856,1.1183538178739756,1.1183538178739756,0.8290540679606891,2.631716104853628,2.631716104853628,0.21890153837306342,0.48024443314408144,0,1.1823052429218428,0,0.031748052897441925,1,19.70519317160618,0,-0.1670642909928226,0,0.8645803698435278,0
546,1.3862943611198906,1.3862943611198906,5.205297062974815,35.48019456,33.8961321999999,6.004289353808022,-0.0156274398299077,1.6396336569319403,1.6396336569319403,0.8669297490923764,3.754828129553826,3.754828129553826,0.2730770554706956,0.5626068593858614,1,1.1162699359560455,0,0.00445015169769645,0,48.81217145217427,1,1.2349097711972234e-05,1,0.8640113798008535,0
48,1.0986122886681098,1.0986122886681098,2.254549643955489,35.4864963699999,33.9003418499999,5.345127625354891,-1.1924218391670918,-0.49208458673321154,0.49208458673321154,0.42179528759255724,2.052179524305856,2.052179524305856,-0.09206227076767684,0.49295181743576416,0,1.233002849706922,0,0.03998600494885021,1,26.534703775782795,0,-0.33951405505431254,0,0.8620199146514936,0
114,1.791759469228055,1.791759469228055,5.428064106400685,35.4867793499999,33.89544672,5.557444741100576,-0.0156274398299077,1.8368106532461956,1.8368106532461956,0.9767194024003433,3.0294602593836224,3.0294602593836224,0.3305135253369052,0.507025478747631,0,1.1799720111476384,0,0.015634679712445122,0,28.6459818205942,0,-0.30307562086928463,0,0.8617354196301565,0
581,1.791759469228055,2.3978952727983707,3.271316460807636,35.4817939699999,33.8947875599999,5.0180693919216575,-0.4228999466420856,-0.1923680898006226,0.1923680898006226,0.6519073781789402,1.3642449267561103,1.8257564795887586,-0.03833507964443587,0.4610436664185229,0,1.2073960325372233,0,0.01976004557464249,1,22.033021286076163,0,-0.06254682765504826,0,0.8600284495021338,0
564,2.4849066497880004,3.1354942159291497,4.750438678579335,35.48318505,33.8976378899999,6.33343737085396,1.77209775307598,-0.4358108151216715,0.4358108151216715,0.7500569438707209,1.5150526046088157,1.9117171580608947,-0.06881110360816746,0.5331809715788197,0,1.2058024211784217,0,0.00890508427618263,0,25.119406991777367,0,-0.2501780723531657,0,0.8597439544807968,0
34,1.791759469228055,2.3978952727983707,1.9518922207328608,35.4935423399999,33.9016950199999,6.399216420106812,0.8457654036941855,-1.9423846596717498,2.6971489255858923,0.305020504479247,0.8140022806146078,1.0893717902737223,-0.30353476615803043,0.6063539272233065,1,1.067564547559174,0,0.006094279584570301,0,44.65962435544569,1,1.865883474083674e-05,1,0.8574679943100996,0
1590,1.791759469228055,1.791759469228055,2.344878005184297,35.51558438,33.87715373,5.93160844135179,-0.0156274398299077,-1.3846251791972124,1.3846251791972124,0.3953190822302337,1.3087013326596468,1.3087013326596468,-0.23343165566094948,0.5343173899047379,0,1.3725748188481202,1,0.008952432650010807,0,17.445052284818036,0,-0.3019108031618787,0,0.8512091038406828,0
1547,1.3862943611198906,1.9459101490553128,3.849083205654272,35.4743579399999,33.89837449,5.9686176127612045,-0.0156274398299077,0.14773608459027532,0.14773608459027532,0.6448868825881455,1.9780374790289772,2.7765266263832062,0.024752144328095024,0.4919985031513034,0,1.063084677294656,0,0.014345386282428057,0,35.723823529794934,1,-0.030363768894455134,0,0.8503556187766715,0
604,1.791759469228055,2.3978952727983707,2.412067103611043,35.4780745899999,33.8975804,5.43596526504541,-0.4228999466420856,-1.3140047310858285,1.3140047310858285,0.4437237888772443,1.0059101124946686,1.3462002824800114,-0.24172426919929035,0.5211372689058599,0,1.0715579739197039,0,0.011038432543078548,0,29.427481218304752,0,-0.10210688720689776,0,0.84950213371266,0
1549,1.6094379124341005,1.791759469228055,4.301182564328365,35.47412758,33.89863184,5.868894652647474,0.8457654036941855,0.5364860589233009,0.5364860589233009,0.7328777936724576,2.400535695888604,2.672474987135908,0.09141177183701715,0.49009758870296627,0,1.1292208573212636,0,0.008116629267282103,0,30.265260630474558,0,-0.1460707220693851,0,0.8472261735419633,0
1443,1.0986122886681098,1.0986122886681098,2.313920602657791,35.52713971,33.89464499,5.927939175425127,0.4071381378692232,-1.0436328637158998,1.0436328637158998,0.39034148869988133,2.106221299839133,2.106221299839133,-0.1760532341563803,0.4847844436748987,0,1.4345329733530863,1,0.02829797732057915,1,14.124076882654396,0,-0.34496230870410693,0,0.8455192034139403,0
205,2.6390573296152584,3.367295829986474,4.918169066423662,35.49127446,33.89267796,5.336194312182707,0.8457654036941855,0.24089515148545626,0.24089515148545626,0.9216622893951444,1.4605693454748874,1.863608270738351,0.04514362434956402,0.5019705272956285,0,1.0956332342416584,0,0.014735760104658883,0,14.954884693551946,0,-0.09363118146031191,0,0.8423897581792319,0
525,1.0986122886681098,1.6094379124341005,2.206074192613202,35.53079625,33.8912107499999,3.83722770999881,-1.1924218391670918,0.2700964431930486,0.2700964431930486,0.5749135467944085,1.3707109641009723,2.0080552669656653,0.07038843238029582,0.4986945916054683,0,1.172864636715357,0,0.01027643440090095,0,7.881280595939902,0,0.00015896104848156511,1,0.8421052631578949,0
1243,0.6931471805599453,0.6931471805599453,0.7948008342864451,35.5292725799999,33.8882969399999,3.83722770999881,-1.1924218391670918,-0.5102252338360077,0.5102252338360077,0.20712892076104902,1.1466552221194652,1.1466552221194652,-0.13296715034828255,0.5198545551535805,0,1.8089899893610462,1,0.0031581678314898825,0,10.644561429835438,0,0.2523790970551616,1,0.8421052631578949,0
454,1.3862943611198906,1.0986122886681098,5.452715158697669,35.53156639,33.89331578,5.882468085706192,0.8457654036941855,1.9576139736849147,1.9576139736849147,0.9269434324594502,4.963275229069398,3.9333025594166022,0.3327878613471309,0.5895526295616652,1,1.0787583100220726,0,0.00784628610054391,0,73.26625837902981,1,-0.27649289269796995,0,0.8418207681365576,0
1002,1.0986122886681098,0.6931471805599453,4.820386398819521,35.5139740899999,33.8947290899999,6.07251836443936,-1.1924218391670918,1.9835180793974398,1.9835180793974398,0.7938035110849037,6.954347552745531,4.387704787704005,0.3266384653544916,0.6430941142681906,1,1.2570897839292414,0,0.0014060796349917733,0,122.82289773483959,1,-6.949578146908664e-05,0,0.8392603129445234,0
1746,0.6931471805599453,0.6931471805599453,2.679719311334148,35.52984721,33.9007689099999,5.543091136295888,-1.1924218391670918,0.16750551925481183,0.16750551925481183,0.4834341066102049,3.8660177614361637,3.8660177614361637,0.030218792211081275,0.5148384240995701,0,1.3051336897725765,0,0.004609585450158452,0,23.660067709027686,0,-0.24468313661170216,0,0.8381223328591749,0
69,1.3862943611198906,1.791759469228055,2.423740214550513,35.48335951,33.9017557399999,5.178033009805351,-0.0156274398299077,-0.7776014300851561,0.7776014300851561,0.4680812598067281,1.3527151697402413,1.7483589939675885,-0.15017313111226904,0.49056647921981034,0,1.0774345939519185,0,0.01397301014584356,0,27.766235421818205,0,-0.14656122353962564,0,0.8378378378378379,0
522,1.0986122886681098,1.6094379124341005,4.879227359623526,35.4877564,33.8911034699999,5.478902590938965,-1.1924218391670918,1.8692947473826766,1.8692947473826766,0.890548294779472,3.0316344121931507,4.441264138360223,0.3411805040071574,0.5299707984182943,0,1.0286912215792972,0,0.058174564595716016,1,38.77377022720275,1,-0.1454698066932294,0,0.8349928876244664,0
1750,1.0986122886681098,0.6931471805599453,4.959426206689514,35.5086712,33.88883598,5.715133645007413,-1.1924218391670918,2.1185925765273197,2.1908751641109925,0.8677708195016465,7.154939594045725,4.514264274889933,0.3706986937003766,0.6585697718524949,1,1.2381830771124573,0,0.0011406853459051817,0,134.86217076234777,1,0.06195470959711269,1,0.8347083926031296,0
140,1.6094379124341005,1.6094379124341005,4.284689401784923,35.4742446899999,33.89622464,5.853046119210056,-0.0156274398299077,0.6726994662871988,0.6726994662871988,0.7320443602387328,2.6622272090662973,2.6622272090662973,0.11493151644224328,0.48733244105380713,0,1.1404915866544767,0,0.006677223395843533,0,28.057892899948254,0,-0.18323105992837752,0,0.833854907539118,0
585,1.3862943611198906,1.9459101490553128,3.1064235553966184,35.4827490699999,33.89498684,4.97346826728642,-0.4228999466420856,0.019808933298900655,0.019808933298900655,0.624599050089349,1.59638591581667,2.240810929135682,0.003982921421092856,0.46539836201849977,0,1.148065082414376,0,0.03302483301849103,1,21.610713863406268,0,-0.22114483214075698,0,0.8332859174964439,0
400,0.6931471805599453,0.6931471805599453,3.1957300153608883,35.5292851299999,33.89314624,5.089910621975366,0.4071381378692232,0.6822498583654046,0.6822498583654046,0.627855821586243,4.610463845181164,4.610463845181164,0.1340396539420229,0.5372652808492091,0,1.1065167684931267,0,0.004515439465701319,0,47.34742874968073,1,-0.19769233722542712,0,0.8332859174964439,0
1702,1.0986122886681098,0.6931471805599453,4.156050951658079,35.5153506699999,33.89265601,6.066488641810048,-0.4228999466420856,1.139912847936861,1.139912847936861,0.6850834472869045,5.995914097638968,3.783000604058981,0.18790323616212146,0.5887530491444858,1,1.0702179362230604,0,0.004344221624830149,0,74.44975456790368,1,-0.11794573537198705,0,0.8321479374110954,0
1056,2.302585092994046,2.9444389791664403,3.228390417236786,35.50833089,33.88135032,4.343828346258449,2.2605583165504184,-0.6785859564889867,0.6785859564889867,0.7432131658741894,1.0964365164567722,1.402072143635273,-0.15621840975219148,0.4820547592204941,0,1.3084374465090913,1,0.004937282505686625,0,8.162276172657494,0,0.11254340684537478,1,0.8307254623044097,0
1629,1.9459101490553128,3.044522437723423,3.850232704471692,35.51609143,33.87856158,6.333373306535035,0.8457654036941855,-0.9235127521598154,0.9235127521598154,0.6079276426827491,1.264642578016521,1.9786282045658052,-0.14581688264086645,0.5013852006705883,0,1.0945109294230235,0,0.011847589758905477,0,10.828936346282063,0,-0.033710792946095136,0,0.8278805120910384,0
775,1.6094379124341005,1.6094379124341005,3.341942654444841,35.51998341,33.87604574,4.6864273752555885,0.4071381378692232,0.3538611599324639,0.3538611599324639,0.713110945043201,2.0764657205014605,2.0764657205014605,0.07550765894737994,0.4662834400939899,0,1.2847524806783974,0,0.010550538677887219,0,7.480931389321448,0,-0.06207844433770271,0,0.82475106685633,0
1259,0.6931471805599453,0.6931471805599453,2.738644066186837,35.52974159,33.88847647,4.1139109081191,-1.1924218391670918,1.064825035051109,1.064825035051109,0.6657032996951698,3.9510282130477363,3.9510282130477363,0.2588352200213184,0.541329293915557,0,1.3700387106540988,1,0.001674632322895833,0,27.879693206965975,0,-0.00046586962973860224,0,0.8238975817923186,0
1620,1.791759469228055,1.791759469228055,5.914807559742821,35.5112676999999,33.88838014,6.370889606796961,0.4071381378692232,1.8565914235611807,1.8565914235611807,0.9284115602054136,3.3011169530981195,3.3011169530981195,0.29141792404948036,0.5088878206701979,0,1.1282606385639602,0,0.006429274876597309,0,32.72626440901625,0,-0.323935882926659,0,0.8210526315789473,0
134,1.6094379124341005,2.19722457733622,3.106065405238333,35.47129135,33.89597862,5.7486273732264825,-0.8150443270305894,-0.6067625785591089,0.6067625785591089,0.5403142704473153,1.413631286158257,1.9299069453016338,-0.10554912314982011,0.49136943837275837,0,1.0641533235307208,0,0.005368150919387358,0,32.82182781332095,0,0.00030520672497091894,1,0.8204836415362731,0
598,1.3862943611198906,2.19722457733622,2.892924053572304,35.4810973499999,33.8970124499999,5.594405219334359,-1.1924218391670918,-0.5518221073786393,0.5518221073786393,0.5171102092451777,1.3166264766069145,2.0868035928785806,-0.09863820830703018,0.47740642359918106,0,1.0571118183011428,0,0.01295112512400584,0,29.167837589222945,0,-0.13595004411139655,0,0.8142247510668564,0
979,2.4849066497880004,3.044522437723423,5.137097592781882,35.5190643099999,33.88994443,6.392029558299917,2.817945175427452,-0.14398036995990982,0.14398036995990982,0.8036723775958557,1.6873245961764718,2.0673201519341395,-0.022524985006202654,0.4997437324354693,0,1.4665209548265452,1,0.009596321583394261,0,7.094406587305906,0,-0.3034603755480436,0,0.8142247510668563,0
1512,2.5649493574615367,2.5649493574615367,2.6437605378858264,35.5111283399999,33.88695072,5.140251263955867,0.4071381378692232,-1.3622773702987776,1.3622773702987776,0.5143251569090077,1.0307262130517412,1.0307262130517412,-0.26502155251655685,0.49541674734489105,0,1.2933851203165534,0,0.00666458365480018,0,11.074553415364365,0,-0.286260081821315,0,0.8136557610241824,0
999,1.0986122886681098,1.0986122886681098,2.182562050394316,35.5129831499999,33.89337475,6.0489394596031945,-0.0156274398299077,-1.1264184468782856,1.1264184468782856,0.36081730772314435,1.9866535928160067,1.9866535928160067,-0.18621751042490642,0.48498808201039484,0,1.481323992212793,1,0.016747704519744274,0,15.582613798310815,0,-0.45767764112965414,0,0.8128022759601707,0
