fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,hdbscan_score,is_anomaly_hdbscan,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.255240241225963,4.663126967378004,1.433151154474292,9.90388184573618,9.90388184573618,0.6795855437282741,0.7078383183160897,1,2.4039578777128203,1,1357.973955981675,1,0.3907825153207193,1,21.795665558960454,1,0.9959090909090909,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.255240241225963,4.680119981042043,1.3973382018991465,9.949826710759112,9.949826710759112,0.6595437359849151,0.6879762314594876,1,2.4270219364437464,1,1354.411171526164,1,0.3907825153207193,1,20.789787468128214,1,0.9953030303030304,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,3.255240241225963,4.397173741057557,1.4633464844662087,8.885696373339394,8.885696373339394,0.7734162344670733,0.6560512694458162,1,2.0789096572337686,1,1175.5774503853174,1,0.3907825153207193,1,18.02213219962147,1,0.9940909090909091,1
1516,1.6094379124341005,2.3978952727983707,6.627710633659567,35.4760073699999,33.89927499,4.739866625416941,-0.4228999466420856,3.255240241225963,3.3570085063427935,1.3982905337714144,2.7639700152229563,4.11802815284491,0.6867788692133541,0.6577054988593188,1,1.5424704041139023,1,600.5849329464698,1,0.46818357874003086,1,16.623336203449664,1,0.9931818181818182,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,35.53012838,33.8885053099999,4.269440130803286,-1.1924218391670918,3.255240241225963,4.243222557696239,1.393165100563557,8.581200581924957,8.581200581924957,0.7624513148082244,0.6453285007006639,1,1.9714529850652547,1,1085.0931328504676,1,0.3907825153207193,1,15.80561830459711,1,0.9922727272727272,1
1510,2.19722457733622,2.19722457733622,6.641182169740591,35.52780327,33.8862673599999,5.0400698160457456,2.2605583165504184,2.7940139939618476,2.7940139939618476,1.3176766219780305,3.022532261036308,3.022532261036308,0.5543601767314265,0.6347876481489816,1,1.5145329005433192,1,319.4239788883436,1,0.43852031464247276,1,15.117984427272598,1,0.9892424242424243,1
1750,1.0986122886681098,0.6931471805599453,4.959426206689514,35.5086712,33.88883598,5.715133645007413,-1.1924218391670918,2.0966259414182513,2.0966259414182513,0.8677708195016465,7.154939594045725,4.514264274889933,0.36685510289856604,0.5964143410835296,1,1.3163537873264246,0,315.57146212820334,1,0.4375492950966058,1,13.647069305251927,1,0.9792424242424242,1
1367,1.0986122886681098,1.6094379124341005,4.535980866635092,35.5342097799999,33.8975098499999,4.082153587157697,-0.0156274398299077,2.2654925271792234,2.2654925271792234,1.1111734945263008,2.818363374934366,4.128827716040058,0.5549748383564936,0.5754693651671603,1,1.4342703663828786,1,250.93144439594428,1,0.4362440029907758,1,9.640884123187172,1,0.9792424242424242,1
1519,0.6931471805599453,1.0986122886681098,2.2144094020903204,35.47581326,33.9001166299999,5.130497009205208,-4.421873160666376,-0.0968059948525899,0.0968059948525899,0.4316169365496553,2.0156423015938905,3.1947174628936,-0.01886873624112815,0.5514997834916154,0,1.83473613655413,1,151.3583216520835,0,0.325327597339462,0,12.901585981223231,1,0.9769696969696969,1
809,1.0986122886681098,1.0986122886681098,6.652863029353347,35.5297230899999,33.88929386,4.185969496520373,-1.1924218391670918,3.255240241225963,4.584498403941312,1.589324297485589,6.055696898692869,6.055696898692869,0.7776550316317192,0.6480115749822488,1,1.6053588929172913,1,936.7403964579712,1,0.12575981842438408,0,18.625157253531228,1,0.9675757575757575,1
